Info,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17,Close.18,Close.19,Close.20,Close.21,Close.22,Close.23,Close.24,Close.25,Close.26,Close.27,Close.28,Close.29,Close.30,Close.31,Close.32,Close.33,Close.34,Close.35,Close.36,Close.37,Close.38,Close.39,Close.40,Close.41,Close.42,Close.43,Close.44,Close.45,Close.46,Close.47,Close.48,Close.49,Close.50,Close.51,Close.52,Close.53,Close.54,Close.55,Close.56,Close.57,Close.58,Close.59,Close.60,Close.61,Close.62,Close.63,Close.64,Close.65,Close.66,Close.67,Close.68,Close.69,Close.70,Close.71,Close.72,Close.73,Close.74,Close.75,Close.76,Close.77,Close.78,Close.79,Close.80,Close.81,Close.82,Close.83,Close.84,Close.85,Close.86,Close.87,Close.88,Close.89,Close.90,Close.91,Close.92,Close.93,Close.94,Close.95,Close.96,Close.97,Close.98,Close.99,Close.100
2019-11-29,-1.3148283418553675,-0.426356589147292,-0.8800370541917513,-1.7147636971978297,-2.031602708803615,-1.4380940076258675,0.44775815745490277,0.7194272245620414,0.08783436855990256,-0.5600000000000049,-0.6239125798851775,-1.5382894706648886,-0.40683482506101987,-2.0851706618254418,-1.9720261369302272,-2.6740237691001645,-1.1336373209739459,-1.8172377409577445,0.18876828692779846,-1.213740757540327,0.23820867079562547,-1.0025852410368241,-0.03875968992248513,0.6374501992031822,-0.1603849238171584,-0.8403361344537785,-0.7509762691498945,-0.7681454773475482,0.1646628274295292,0.3250221153243693,0.15631105900741904,-1.7251461988304073,-0.6547833293110372,1.1558626245074421,-1.6135538920869386,-0.4653246736513572,-1.033591731266148,-2.368421052631575,-1.3583138173302145,-0.7747934047140581,-1.4936031382313808,-2.047344849648114,-1.125592417061616,-0.8792225821378952,-0.6301078662850013,-0.8767534802040178,-0.25316455696202667,-2.060262748260855,-0.24487297214570436,-1.4403292181069949,-2.6889212488721226,1.1567647349721266,-1.5422341692062358,-2.4565275714872437,-0.3769208466222085,-1.2960235640647966,-1.0896923876806741,-1.4592248482765524,-0.7031236376081162,-2.5420116329691322,-2.341040462427746,9.68543046357615,0.14776673157732567,0.4310344827586299,-1.6785714285714293,-0.1388888888888884,-2.1423106350420773,-1.0104158753447612,***,-1.294642857142858,0.05341880341880323,-1.6042154566744737,-0.6056819700754557,-0.9741283716442894,-1.5357099260602691,-0.15120967741935054,-0.5810069505062798,-2.9877732128047785,-1.1091127098321385,-0.26462027418658884,0.08956423892023668,-0.6550218340611313,-1.675455817873961,-1.216044555506146,-1.1015183090205438,-0.470366886171214,-0.9442060085836923,-0.7230255839822064,-1.365705614567525,0.20115293305495996,-2.7256478999106326,-1.8380743982494563,-3.369830835604337,-2.0241810401852245,0.1421852783550337,-2.0206630982706697,-0.5189433269029209,-2.6508545517963,-0.3982080637132901,-2.0647097230080624,-0.9425044936109739
2019-11-28,-0.024342745861738457,-0.3091190108191699,0.5121042830539935,-2.1685761047463226,-2.121079534700665,0.9918591681273181,-0.09940206325830259,0.7246335247339308,0.3525762065786031,-0.3851773143843773,0.17361111111111605,-0.11466400088392392,-0.24350649350649567,-0.4967890550520271,1.019224871917368,0.705278905749096,1.3579365357662354,2.0938310812767424,-0.42293233082706383,-0.6641463082586507,0.1909307875894939,0.22790968971846404,-1.526717557251911,0.3732338043188399,-0.6374501992031822,-1.293961512939612,-0.20983213429256464,0.015678896205706394,-4.364453070075225,-1.4941237375468708,-0.07809449433815452,-2.3415191319246187,0.0903954219100056,-0.31424368563697236,0.16161369554923422,0.09087672430558857,-1.2755102040816313,0.7957559681697646,-0.7438400743840057,-0.7349150525365555,-1.6783174101289378,-0.06393861892582953,-0.1577287066246047,-0.6893382352941124,0.035016667292420145,-0.47369580343362694,-0.9315657470440719,0.41375110820551786,0.0,-1.4864864864864824,0.7943910973094326,0.0,0.7771040770125248,1.6045346053936926,-1.8218047253060088,-0.2936857562408246,0.16792995818566414,-0.34217409808190435,-2.872628726287263,0.38927732143305693,1.317715959004384,3.6020583190394584,1.499863598830431,0.08628127696290733,1.0830324909747224,0.13908205841446364,0.6933744221879756,-0.7294814275028538,***,0.08936550491509543,-0.23980815347721673,0.7194244604316502,-0.06370872677337047,0.39118554739172584,0.35842293906809264,1.7435897435897463,-0.33407572383074013,0.18140312765730915,-0.3881755747984439,-0.7615530434473161,0.5855869602512609,-0.9372746935832788,0.0,0.44179112810831533,-0.14863258026159842,-0.37488284910964786,-0.45571062375391325,-1.2087912087912045,0.41904761904763,-1.108267679490671,1.9589977220956678,-2.1832191780821963,1.2366662337833123,0.11258779279654796,0.19726027397259926,0.022968788451427358,-3.914235030998814,-1.1379310344827531,-0.4459861248761188,1.42487165835965,-0.18035347783255107
2019-11-27,-0.6048874909266866,0.46583850931676274,1.4643363249881913,-0.2448979591836764,-0.1323932231585001,2.9540391047910397,0.1493295474724654,-0.6300602680973433,1.3851676139301716,-0.4100529100529049,-0.7238904030792304,1.5604941132297379,3.1480241125251274,2.332541403383348,-0.41522209757064443,2.0501635768811255,2.3885961522392973,-1.3078734396161473,0.5671077504725952,-0.7604948192218797,0.0955566172957445,1.9862622536819918,1.629169899146632,-2.0882276168102343,0.48038430744594685,0.768973587428956,1.090909090909098,-0.10963194988253822,1.0227272727272751,2.23676528994321,0.27407987470633444,0.8350129570976028,-0.5617946189723555,-0.5900771159374485,-0.8016032064128265,1.1839066428699807,1.2658227848101333,1.3440860215053752,0.9859154929577452,0.39464444769099494,0.17513134851139256,1.822916666666674,2.031784349225507,0.7874015748031482,2.635677450372831,0.27500152587891513,1.306715063520869,-1.8029395139722904,1.0829207920792117,-1.8242122719734688,1.4218009478673022,1.292928059895826,1.7979143798144692,0.7840567341805382,0.2282453637660442,0.7396449704142105,0.0,-1.7234093946679852,1.3847648365600707,0.1733075785075533,0.41164363422523387,1.1274934952298254,0.6588044179201002,0.4332755632582286,3.127326880119141,-0.277392510402219,1.0903426791277315,0.304878048780477,***,-0.8198537558165353,-0.18617021276595702,-0.4110876203899494,1.3888849186685759,-3.4008357159727387,0.3597122302158251,0.9839461418953865,-0.2886937215655472,1.1467889908256979,1.1782477341389708,1.384446646686155,0.27100547428025035,0.5072463768115876,0.09316391085985032,0.2866759319632317,-0.029717682020802272,0.9460737937559083,1.4446691707598935,1.903695408734607,-0.5681818181818232,-0.17021449745123762,1.9034354688950872,-0.1282599401453588,0.730267698588194,-0.08436960219273537,0.04385484047801924,0.39197178731957827,1.9313905100410311,0.34602076124568004,1.1630213858027538,1.0030498237016294,0.3606557614924455
2019-11-26,0.24254183846712518,1.337529504327306,0.8575512148642161,2.211097204839385,1.728397801802739,1.4803848331935487,-0.3719315758496933,-1.4196969986218333,-0.7978745110836516,0.31847133757962887,0.20725599430591046,-0.15115959699764092,-0.7808606080744296,-0.5058054674678125,0.802235159855913,0.9244992295839749,0.07135648082117196,0.47305855268560126,2.370585389453317,-1.4391328932897296,0.23946360153257462,-1.4062484105428097,1.5760441292356209,-7.50845002414292,2.629416598192269,2.8541953232462225,0.7018614586512095,1.3009677931143937,1.663588819340589,-1.2126111360787117,-0.3900156006240274,2.177110914974989,1.0674561956208528,6.782809169209236,0.4630537017200842,0.7527504342790925,0.10343935867598297,0.5677210056772131,1.865136298421799,0.0,0.9190548460976666,1.8567639257294433,1.6044966785896841,1.8876828692779624,-0.011975992740709263,0.7556675062972307,-0.6132756132756101,-2.403968328880113,-1.9417475728155331,3.041695146958312,2.7764232165184977,1.6009826760132073,-0.8202524404539946,0.574999663150999,2.1568055960361487,-0.32438808611029435,0.16820600981966027,2.4547790797399216,-0.05492091241120489,0.5664501314848858,-1.2198663955852451,0.5231037489102031,1.3351843652207984,0.21710811984367862,0.6746626686656709,0.557880055788007,0.19508388607101246,-0.03048037234234524,***,-0.8349813227861991,-0.18582426333952906,0.8051148472649761,-1.5580266761476502,-0.13474774318803506,0.7611475715739058,1.364829396325451,0.2448743446227919,0.5535041196266466,0.6384919428397584,0.3473198912488096,1.3040452093023402,-0.2169197396963085,2.38473767885532,-0.10413795629479194,0.4777545535980865,0.2846299810246755,-0.2593659942363158,0.9039548022598876,-1.19760479041916,0.5132556972670343,2.57142857142858,-0.04273504273504258,-0.3424875111233461,1.0801644236506203,0.9295120061967532,-0.11515430353363776,0.3186743272468595,1.5817223198594021,-0.25999755859374973,1.0354738962184529,0.09194182426786046
2019-11-25,0.1700680272108901,0.8330027766759285,-0.4741583688952056,3.185535944898832,0.20242777420809155,0.11115906533214481,0.8249969482421848,3.823117254548225,1.8510154880929885,1.590725262874093,0.6956521739130528,1.6188145941676835,0.9560550150956137,1.9411567059529178,0.5847269492171181,1.8609865470851972,1.3010391858038428,1.7651795162486383,2.1245059288537593,0.26051859578533065,2.7053615346778193,0.9569920045803704,2.1327967806840986,1.869158878504673,1.0377750103777394,0.2758620689655267,1.017262638717642,1.025805417534853,0.37105184152204096,3.4569259756053405,2.110712863401032,1.7969451931716174,0.8474542543336128,-3.8146211076760195,0.5872872591641931,0.770215357439219,1.7363851617995252,2.4369980614788123,1.751824817518255,0.517419810824693,1.9092174626943015,1.3440860215053752,3.0216887765845524,1.8260451705910619,-1.2071020363350615,0.9151007014155832,0.7267441860465018,2.4371683808754874,0.8876645240281533,2.8109627547435068,4.2131995186587945,0.6611563734210124,0.8996041939213661,1.8063187821041549,0.35097981866043515,0.9226190476190554,2.9437242648302275,3.24588850594536,1.3244323220993337,2.0453562598284902,1.3243084167157138,1.8197958277851756,1.0257113485681923,-0.5183585313174977,2.14395099540583,0.13966480446927498,1.9896538002387665,0.7987729964717749,***,-0.2629848783694988,1.3997308209959591,0.9200621340661908,-0.2537227478403903,1.2001888223660329,1.0993037988626497,1.8172100481026243,1.8363196534653348,1.1194072871252958,2.0477815699658786,2.0447110822242376,0.6678935548029452,1.6164584864070575,0.9955061542313848,1.3189131942759058,1.9482496194825005,0.8612440191387627,1.9388954171562833,3.0267753201397074,1.7517136329017413,1.622719792660865,1.1560693641618602,2.0942408376963373,0.42993184088244707,0.7734121003287964,0.04428207682940499,1.1885355467194492,0.20436330418167614,2.0810907786150024,1.6466774149259678,1.4528396694660106,0.948572389756519
2019-11-22,2.286282306163012,1.735270379338183,2.378640776699026,2.020202020202011,2.0895536403021,1.5043249687163307,0.5783222837246083,0.18459121407785606,0.5447155600325049,1.1177753544165725,0.6652639551400163,0.642170221244287,0.31970385327275697,2.0427130853724274,2.3949228337561967,-0.11198208286674616,0.1810282324047119,1.327911625063516,2.6889903602232312,0.35193564605329186,0.0984736582964052,1.526791180726561,2.4319868095630692,1.3965087281795574,0.7949790794979039,1.7543859649122862,1.09068245559365,0.6777472970792342,0.37244089403716263,1.5859546889596787,2.6993865030674913,0.42105263157894424,1.7715606439799858,-6.2813192648617955,3.046739401924259,0.7169765760008495,0.8490315733616249,2.731152204836418,0.4889975550122161,1.7728585868920677,1.5733693752684186,1.2244897959183598,2.5480457784495814,1.2159533073929918,-1.12332972854996,1.8643142055607687,1.6248153618906969,3.8218239940078114,-1.3586956521739135,-4.784208765473408,-0.25316455696202667,-0.08257040042115582,1.7948695591517794,1.8568997247374375,0.8257151282807351,2.2831050228310446,0.08665378925378775,2.6471874173424226,1.1710420785904008,1.8568798858963342,2.042042042042036,-2.467532467532463,1.5698586853670315,-0.4729148753224388,2.0711215318483855,0.13986013986013734,2.3625254582484656,1.7187499999999911,***,0.8174988952717621,1.5027322404371546,2.1357090554063873,1.9398642860652515,2.545469741958062,1.7903721311798293,-0.3196590303676028,0.7307632454061519,1.2753882792460702,1.0661649419880792,1.8888854980468661,0.5092620849609375,2.562170308967593,1.0055161291791403,1.963426183491901,1.0769230769230864,0.19175455417066445,1.8856629751571319,0.9994121105232123,1.0000000000000009,1.6195523854977578,1.1695906432748648,-0.043610989969466996,1.2184603164801189,2.7974086658597574,0.4783092324805338,0.8223684092590666,2.9860620530137494,0.9782608695652284,1.5273465214622028,1.3593112706152821,1.2184635957414924
2019-11-21,-1.3967164910561158,0.8136696501220397,1.6280217069560843,-2.1066208082545113,-2.134831460674158,-1.335809314848102,-1.437419527377637,-2.431341290804201,0.0,1.1304108078301622,-0.41840367521889243,-0.602839415400791,3.8622859140160726,-1.0110256907710946,-1.2066736489211305,-1.4131154780304689,-1.4275516865590032,-3.7558670124476556,-2.3290386521308215,0.030173786892517818,-0.9268292682926838,-1.2962332547693522,1.0412328196584664,0.09985022466301174,-0.5823627287853572,-0.5235602094240788,-1.200738916256161,-0.49775208734745835,0.5382678156455434,-2.9144915446089437,-1.1721907841552137,-0.329736211031173,0.9411758659004787,-3.358096223486806,-0.9917330150761905,0.2947070654220285,-0.8679642293529688,-1.0695187165775444,-0.48661800486617945,-1.1623892996607932,-0.7625294662515381,-1.2760241773002057,-0.8669592208070176,-0.6763285024154575,-2.9415132781445252,-1.151778822472993,-1.0956902848794692,0.3438211510139011,-0.8680035917389972,-7.05845771144279,1.8041237113401998,-0.2471226177683694,-1.2300991214050927,-0.6936217952606683,-1.4530659691949999,-0.6652555185969189,-0.8591065179476609,-0.31846994473305745,-0.5598477367239507,-0.8086266857157076,-0.09000900090009312,-0.12970168612191912,-0.8209466090543183,-0.5982905982905962,-1.044083526682138,0.5625879043600568,-0.40567951318458695,-0.31152647975077885,***,-0.3083700440528636,-0.8130081300813052,-1.1818620356970566,1.1114723649307878,-0.6944240305816862,-0.26040986653327325,-0.4772004241781591,-1.0842598098466105,-0.0943827059947333,-0.6542056074766323,0.0,0.0,-1.1913626209977712,0.06490804462560007,-1.8220290973453457,-0.48989589712186143,0.481695568400764,1.119854721549629,-0.4681100058513743,-0.8390541571319576,-0.991251864864251,-1.203659123736156,-1.8827556696619618,-1.2037925815808315,-1.5081153925606827,-0.6959019109687437,-2.1834060829086344,-0.24931432054690061,-0.325027085590468,-0.6765042795305098,0.29538373961135456,-0.329086435025816
2019-11-20,-0.24443901246639088,0.9031198686371145,-1.7926356589147319,-1.02127659574468,-0.6474645983484018,0.5221909230184174,-3.5381277133323175,1.6941448307846274,0.09086726907454601,-0.7932166301969357,-0.864154893013358,-0.715879142008724,-0.9863298148468647,0.09199257508554215,-0.7980269907052695,0.0,-0.7790303601279636,-0.930234135275354,-1.8004866180048706,-0.9563633893884371,-1.3474494706448459,-0.1998342845468848,-1.1120263591433255,-1.0864197530864206,0.16666666666667052,-0.520833333333337,-2.4038461538461564,-0.14430014430014682,-0.3265743816649125,0.8876594194261456,-0.24193548387096975,-1.0089020771513302,0.0,-1.2121173183313405,0.43577632913742725,-1.1535800831093734,-0.20997375328084544,-2.2558459422283406,-0.19426906265177513,-0.7404835031130874,-0.5417118212580285,-2.103879026955946,-2.818805908050759,-1.8957345971563955,-0.7887323943661984,-0.7115597949094665,-0.4725554343875005,-0.49999839381167366,1.5501519756838888,0.49999999999998934,-7.088123963335935,-0.3284069035370152,-1.0028718438846673,-0.6220560435983735,-0.20301624129930307,-0.9880239520958067,-0.257065492894859,-1.8749986376081162,-0.6341802719677214,-0.04489934714718702,0.3915662650602503,-0.857265323617662,-1.7111836396568547,-0.6791171477079749,-1.9340159271899915,0.14084507042253502,-0.3637833468067897,-3.776980177753908,***,-0.6999125109361293,-1.4423076923076872,-1.6253410843516392,0.8904952443107073,-1.2616823655146492,-0.6651952217097468,-1.975051975051978,-0.5838705720212833,-0.18841693336005827,-1.291512915129156,-2.96495956873315,-0.4608294930875556,-0.37091988130564246,-2.066115662394885,-0.131856535839725,-1.5375339161893264,1.6650342801175277,-0.6614552014431729,-0.05847953216374657,-0.37993920972644313,-1.5216732640596864,-2.1667451719265207,-0.6377551020408156,-1.063394796193684,-0.8910624196325823,-0.6801974766867835,-0.7979936049462677,-0.5351130871992349,-2.016985138004246,-0.2861865043188083,-0.8113602605309134,-0.83699454275451
2019-11-19,0.9126788357178173,-1.17647058823529,-0.721500721500723,0.12782275244993535,1.8185951604906103,-0.4455929238198264,0.9167642443832946,-0.31949438043398226,-0.6768948823236531,-0.9616686983610956,0.45138465033636166,0.058707632941934484,0.3995830437804049,-0.4882532938402129,1.0674890594967845,-1.1567001309471858,0.49821846849977813,0.10346453444629589,0.5873715124816492,0.019929475079405456,-0.24003840614498229,-1.2361014371110701,-1.0594947025264867,0.496277915632759,1.6949152542372836,0.20876826722338038,0.48309178743961567,0.3701319600901254,2.3639027465675477,0.6983240223463749,2.1837659662134357,-2.1202439732791123,0.4728129335610065,0.3842498411581019,0.6054267007274294,0.12834402665122813,0.1577287066246047,2.336711711711703,8.45404266526204,0.9913064707880448,0.947869565884929,1.8072289156626509,0.44927384808275406,1.1505273250239645,1.2781025177507344,-0.17757792626946767,3.693931398416894,-1.2987012987012991,5.111821086261981,1.1058451816745585,-0.4291816450080921,1.8394671097584192,-0.5343783166256721,-0.43522284721358995,0.8187134502924076,0.30030030030030463,0.0,0.7194272245620414,-0.8822232143464115,-0.9782112085137684,-1.2786202795123436,0.21477663230240474,-0.15280408164857207,-0.6326444538169551,1.2672811059907918,0.4243281471004279,-1.5127388535031816,-0.6551464471194368,***,-0.3270111183780289,0.9164420485175295,1.152046081843272,0.2645563249649818,0.08235019925708631,0.3337018375043632,0.41753653444676075,0.8378581608501579,1.2881664454287955,1.3399813025864793,0.1619886915233959,-0.11507479861909697,-1.1730205278592365,1.3204528513737879,-0.9663049747797636,2.8527131782945636,-0.29296875,-0.6274275470570689,2.5794841031793636,-1.533857089412649,-0.14334862887001032,-0.6086142322097365,-0.42337002540220325,-0.08498535999184043,-0.2580257821048315,-0.20801401357565252,-1.0379074857441162,0.7362676912484378,0.5693950177935836,0.3693102858202346,-0.7382556223601844,0.22031020628523468
2019-11-18,-0.5153374233128782,0.12185215272135785,1.4641288433382194,-1.634534786253139,-0.31724313057112097,0.5976748274109545,-4.581029966871142,0.7356349901221249,1.3260132425982674,1.8625827814569451,0.4884835543160104,-0.24598697167204087,0.911640953716697,0.5523222903522473,-0.2248549602440808,0.8362676056338003,1.0791366906474753,2.3292796704295293,0.9387351778656017,-1.395167260497121,-3.206319702602234,-0.238345447599575,-0.8885298869143798,0.24875621890547706,-0.5478297513695773,-0.4158004158004158,-1.0457125784284482,0.3390925238172082,1.527269767992423,-1.4588461247042495,-0.45118949958983245,-0.17396346767178938,1.682697270709843,0.03202292826023356,-1.6830894912922778,0.8471527197376982,0.6881948120698755,2.127659574468077,0.9840425531914887,0.226597135316009,-1.5787672125374574,0.2012072434607548,0.5145977735769858,-1.881467544684856,1.1660096332951175,-0.5800725833464693,1.0666666666666602,1.7173051519154603,-0.5717916137229939,-2.1940667490729315,-0.09528201717853291,-1.0343400877569797,1.4456088990003835,0.963331970864667,0.0,-0.6266786034019645,3.27433358251521,-0.134711744889493,1.3071179227071683,0.08900620870424536,1.2951807228915646,1.041666666666674,-0.29085534431266824,1.3681060282171975,-0.724361418223407,-0.8415147265077194,1.3720742534301777,-1.0023656520352087,***,-0.628249566724437,0.32449972958354945,0.2888434227945602,1.8524756190859248,-0.6273965145972227,0.33483052638965116,-2.9381965552178313,-0.6076933971718268,2.3437514551915006,-1.0484119642306555,0.4338411487187388,1.5186915887850372,-0.14641288433382416,-0.2890153866809464,-1.339863984862777,-1.3761467889908285,-0.6789524733268659,1.1483831973405856,-1.0682492581602365,2.1008403361344463,-0.7963646933847102,0.5649717514124353,2.0302375809935214,0.6415722626935461,1.6316944600105021,-0.02189141856392407,1.4187670954304954,-1.6041467583562619,-1.299613628380747,-1.3160558980209958,1.915189837003406,0.06573132636269463
2019-11-15,0.79149146673263,0.9430094300943104,-0.09751340809360798,0.9306260575296044,2.437325974355886,1.2098344828095353,0.7888616929198067,-0.045958685988289893,-0.7262782034271109,-0.9294696555494752,0.27992244391781274,0.37624889281835383,-1.6551724137931045,1.4632570083539465,0.9196240677523004,-0.7209962857767094,0.39725753982025047,1.7232078625903702,-0.246426811237066,0.5135307458428828,1.080319398778773,-1.1473086612069805,-3.1298904538341166,-1.0339734121122546,-0.2522068095838548,0.8033531260915217,0.6011421701232367,-0.8644149191611938,0.9544771997620494,1.907429955951967,-1.0551948051948035,1.3815402704291602,1.8858701847446868,-1.8856064644322545,1.9033687486599504,-0.08228911262228022,0.6393180607352056,0.8115942028985579,0.3737319807795014,0.5961817441414219,2.8033957699778345,0.8113590263691739,0.08408660920748989,-0.978108989287374,-1.4674057259878914,0.12626262626262985,-0.8311295806573527,1.3658291877019835,0.12722646310432406,2.114231618807194,1.4499758765101456,-0.4530502769386824,1.8777636188902935,0.8178557735012193,-1.3556388808768416,1.6070345664038754,-0.8771929824561431,1.3654984258860692,0.1342377379015769,1.536373181020334,2.3743447425223607,-0.4321521175453813,1.319116578180246,-0.6372132540356845,0.26758409785931914,0.0,1.8495684340320562,-1.1942836387195066,***,0.5664488017429248,-1.0436178753010394,1.5397775876817787,-0.03367208872580019,0.4934178150018731,-0.07435398030901652,-0.5541561712846366,-0.35882622234058026,1.7386984336508426,1.0280373831775602,0.32643679802204506,1.277802607310341,0.4411764705882337,0.7115076334408776,0.7528540510340687,0.15313935681469104,0.782013685239491,-0.06040471156750771,0.8982035928143617,0.19135093761959432,-0.05684528038437664,1.6754427955959716,0.6521739130434856,1.2559472991921172,1.2987085515337338,-0.7603736693460816,1.0872108118777257,-3.120689102893559,0.140696447414701,-0.3631265415008911,4.827913905775705,0.13849410276911556
2019-11-14,-0.5656665027053642,-1.4943457189014575,-0.097418412079886,-0.6305170239596425,-2.8197609619240005,-1.4897579143389184,-0.2545721101545384,-0.18348343875429496,-1.2107656274725764,-0.9611479626370656,-0.3486750497081137,-0.45645994675139745,-0.1721170395869165,0.3750038146972612,-0.13120665422958755,0.08746993221080412,-0.43150384059487124,-0.1612919633106502,-1.2652068126520644,-0.8809710468951515,3.3495145631067924,-0.7422427441431512,2.117459049141024,-1.5988372093023284,-2.69938650306748,-0.8313127814340127,-3.2848837209302317,0.24069319640565023,-0.09779801870033467,-2.595628415300544,-0.5248284214775967,0.5022156573116776,0.3194070750771383,-2.9582134400756743,-1.07593250999225,-2.196163775210691,-1.1585044760400232,-1.089449541284404,-2.014125032696834,-0.6792100890196995,0.4818452073261259,0.5438477226376692,-0.30388766635229825,-4.577777777777781,-0.2269889973234851,-0.552489236461251,-0.8985398727068494,-1.1384744960479032,1.7146554513102652,-0.5959849435382636,-2.497645206399579,0.08244211696197823,0.07369646703365706,-1.5103230803395484,-0.7727532913566093,-0.5428226779252143,0.529099176408887,-0.8126424612902139,0.24672111437860078,-0.4498425489302238,-1.5781487101669156,2.0732245258050286,-0.11214589301172806,-1.092436974789912,-0.7210626185958247,0.2812939521800173,-1.378192136197809,-0.23249587223378443,***,-1.7551369863013644,0.6734913793103425,0.3679627131117469,0.6438474609241185,-0.8695342750740576,-1.0301647971748706,-2.0720276270350224,0.360118421669009,-2.2815519166224263,-0.40335091529630773,-0.6217863830547676,0.14218154111744763,0.14727540500736325,0.25940931464978334,0.3125031789143806,-2.1282973621103096,-0.29239766081871066,-0.5705705705705721,-0.5360333531864159,-1.1724659606656584,-0.7336360463581326,0.481000481000482,-0.2601908065914982,-0.4741200843207838,1.8334762134428972,-0.4864338990379413,0.0,-3.3082838567570994,-1.1474269819193306,-0.5018064911168851,-1.7609799776877488,-0.7944334132301112
2019-11-13,0.39506172839505194,0.6913379422529564,-0.5811138014527817,-0.4185851820845521,-1.859646709553875,0.07454797470418661,-1.4370410311767223,-0.7737810522786104,1.1796734653353402,1.5395189003436505,0.4905374654605499,-1.0882088931468692,-0.7685738684884758,-0.24937276290828425,-1.1553864244199907,-0.1092179991262543,-3.303198817242259,4.260093253100372,0.7846983815595898,-0.2148869147550858,-1.1990407673860948,-0.15228581307503708,6.104281475201367,1.0773751224289807,0.3694581280788256,0.9087731562390733,-0.5205320994794649,1.8300653594771177,0.09789375685496093,0.24650613022154655,1.4332514332514368,-0.2945508100147265,0.842417717753996,4.7603814365764885,-1.508054662721381,0.485270041251451,1.064395955295372,-3.272323904603436,0.20969855832240203,-2.4630541361192804,-0.6261555090354531,-1.075991930060527,-1.2622866011381295,-1.4022787028922012,-1.6519754911051066,-1.289038613815019,2.572964669738864,0.3453821284876035,2.999000333222268,-0.6234413965087282,-1.8501387865225483,0.41390886631333945,-1.452432857171193,0.0,0.4022988505747227,-0.8076577924020389,-0.8741258624666903,-1.7738359201773801,0.4845602518219305,0.0,-0.48323769254001725,5.49092601209864,-1.2595121918252628,2.6304441569642067,-2.298850574712641,-0.974930362116988,0.6527947776417742,-0.9499101470773375,***,-0.23489216314328543,-0.08075370121130021,-1.6644554336026962,0.2037372168134599,-1.0752871320004909,-0.6579014146168682,-0.24606299212598381,1.8569407059285226,-0.9615384615384581,-0.524691358024687,0.7901890726115468,-0.04737380418008419,0.1474926253687281,-1.7208394220993517,0.2872828730869692,3.0902348578492056,-0.6776379477250738,2.1159153633854677,2.1911138161899046,2.4806201550387597,-0.5890620206214892,-2.622950819672132,0.21729682746631784,-0.7698990811024875,-2.118264730432995,0.6199695453556586,0.30162129767257184,-0.1210434521799364,-2.6404874746106977,-1.590121045524695,-0.9534841655752913,-0.19278935590084645
2019-11-12,0.771336153271962,0.4493464052287566,0.14548981571289588,0.9721048182586678,-0.13264992308867907,0.2990608571845854,0.7584435179676108,-0.09094904674546989,3.522785647114035,0.37251655629138014,-0.1399558829841996,0.6525257056456457,0.5840920803985572,-0.15561780858895924,0.23635074109531473,-0.23970363913706771,0.27894642419732385,-5.608468837838954,-1.0674429888403725,1.0262446347304444,2.356406480117812,2.083119681553214,0.08485362749257597,1.2394645513138292,2.1383647798742134,0.7039774727208625,-6.21101166259832,-1.576069475715669,1.1386153721573367,4.0170957559873655,2.5188916876574208,0.8615567439096861,0.5230413893231756,-4.631325911542916,-0.061097310176938535,0.7449685247281623,-0.2918546033430669,2.124044180118956,1.408825093035615,0.3580014845715018,0.3696857670979714,1.0876954452753163,1.1194810629838958,1.0628875110717528,-0.16714953857722703,-0.4933399186263121,0.4629629629629539,0.18631399167146068,0.7046979865771741,0.6273525721455453,-0.3227279704656194,-0.7395246674090195,1.249997756060428,1.7936440393564235,0.7819287576020795,0.11979634621144264,3.7171335998940958,0.7596054178109268,0.06766312915578165,0.3158830906869303,0.424628450106157,-2.495462794918335,1.3750508804708739,-1.3191489361702113,0.7471049682480357,0.7012622720897532,0.040816326530612734,-0.05754091010334861,***,0.5151320025756689,1.2813522355507034,0.14494504167170685,-0.8417508417508435,0.5949378549387818,0.03656530293076887,-0.5384238864415081,0.11475785769829994,1.9607843137254832,1.1551670309085216,0.4378779776249564,0.6196391958283698,1.3452914798206317,0.9977391258909396,1.645867132609924,-0.948882767064585,-0.09671179883945502,-0.36663611365719273,-1.0240963855421725,1.8957345971563955,0.056135900612908074,0.7550731477111938,2.3576512455516063,-1.6407152562912475,0.4135875617383711,-0.3468458703663524,2.156910698071335,3.094588689570088,-0.3373819163292824,0.696171059174544,-0.5320429378640967,0.5035123469161462
