Info,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17,Close.18,Close.19,Close.20,Close.21,Close.22,Close.23,Close.24,Close.25,Close.26,Close.27,Close.28,Close.29,Close.30,Close.31,Close.32,Close.33,Close.34,Close.35,Close.36,Close.37,Close.38,Close.39,Close.40,Close.41,Close.42,Close.43,Close.44,Close.45,Close.46,Close.47,Close.48,Close.49,Close.50,Close.51,Close.52,Close.53,Close.54,Close.55,Close.56,Close.57,Close.58,Close.59,Close.60,Close.61,Close.62,Close.63,Close.64,Close.65,Close.66,Close.67,Close.68,Close.69,Close.70,Close.71,Close.72,Close.73,Close.74,Close.75,Close.76,Close.77,Close.78,Close.79,Close.80,Close.81,Close.82,Close.83,Close.84,Close.85,Close.86,Close.87,Close.88,Close.89,Close.90,Close.91,Close.92,Close.93,Close.94,Close.95,Close.96,Close.97,Close.98,Close.99,Close.100
2019-11-11,-2.664083313150889,0.20466639377814122,-0.8653846153846123,0.29673590504450953,-3.0231574374001924,0.1497543569240367,1.0215913099090868,0.7791003538123009,0.23539996500918647,-0.3985158719252424,-1.3802623079672394,3.1242470992349336,0.8664009703690967,2.5207383696037144,-1.9921255177985264,3.123595505617982,0.1047077811409336,1.2861703204623653,-1.3875598086124374,-0.3735733137403163,-0.3424657534246589,3.120656383957243,-0.3803888419273038,-0.2472799208704246,-0.20920502092049986,-0.35075412136093,-1.6275346851654215,0.614886731391584,0.5976080328708333,-5.339802708953645,-0.2512562814070307,-0.14832393948382983,-0.5203199008846582,-2.524502432976894,-3.4984253577088453,-1.0823286602259619,-0.7635597682991047,0.7417974322396548,-1.3633980073413765,-1.511081324532626,-0.11077836281074838,1.23881624225739,-0.11495454070435951,-0.8779631255487308,1.172494296963067,1.3499984741210946,-1.2571428571428567,2.2034836694846627,2.0198562136254816,-0.9630319975147517,-0.41322733822899416,0.5785098563419799,0.9651099340836078,4.015639988005537,0.028968713789101486,-2.3112931538911696,1.1926633502365336,-0.6657789523666358,-0.34835785324703883,4.0375615509463,-0.09090909090908594,-7.356031946195884,0.5502291875323362,-2.892561983471076,-2.1564327485380064,0.5641748942172065,3.901611535199323,-1.5297433134516591,***,-0.4912430585219951,-0.8648648648648671,-1.5810746552543997,0.4736109159598989,-4.788894506096353,-0.03655193760404574,-2.342256214149141,-0.47966551952727254,1.4925373134328401,-0.95856524427953,-0.4088307508730016,0.38277657978842416,-0.29806259314456574,0.06441616973631437,-1.7475174220430656,-1.5667369689665533,-0.5769230769230749,-0.8482278097546203,-1.6587677725118488,1.2799999999999923,-1.8457333903667328,-0.563115908024403,1.5815634884771779,-0.08406669311241677,0.8641221226884932,-1.3262032085561537,1.7361903731651473,-1.2080908823377534,-1.3643926788685534,-0.1489572989076482,1.8614556434616736,-0.4198698637630671
2019-11-08,-2.01708590412909,0.493624023035788,-0.9051929490233479,-1.3795986622073597,-1.1026319210627467,-2.340034331438523,-0.6917223692785912,2.0102866640747896,0.8068333401944017,-0.13723068478112,-0.7534288380244059,-2.1171436055450354,0.7155322862129054,-2.123678342070201,-1.4271035108558094,-1.0451412052479458,-1.308986549347968,-0.6125133936002003,-0.4287756074321081,-1.0313325664052742,-3.4938621340887654,-1.7121820437706048,-0.042247570764686326,-0.19743336623889718,-1.565074135090605,-0.8692628650904033,1.5167930660888507,-0.8344030808729141,0.40000152587891247,-3.813232738529504,0.75949367088608,0.23788284269996574,-1.272014883184991,-1.4920935541479885,-1.6621639380154596,0.800838510861146,-2.2142121524201808,-0.6237595690388398,-0.39174719247845324,-0.8655146991819129,-0.5508630434241768,-1.3577732518669339,-1.0035174839644112,-0.26269702276707774,0.16939582156973998,-1.7681758328068398,-2.4888558692422014,-1.3154346030830544,0.7241379310344742,-1.5897279119535312,-0.36596661913128603,0.33167463069041503,-1.4630578234447578,-1.6083950548452797,2.342128668840804,-0.8125362739408004,0.0,-0.30973316293901876,0.40618714551248214,-1.2517371286240975,-1.286269817529162,-7.14285714285714,-1.3637612198606042,-0.3705228489090162,-2.285714285714291,-0.8391608391608352,-0.16934801016088574,-0.45121434742687594,***,-0.06403415154748737,0.2438363587103698,-2.9197922677437926,-0.7387447211658627,-0.35917203926606467,-1.1203491025494228,0.9652509652509744,-0.3414523199820607,-2.237356987820127,-0.8583690987124415,0.3555765238692832,-0.5945303210463715,-2.753623188405796,-0.7987220447284393,-0.6478362372482005,-0.6287425149700598,0.0,-0.48236358154959413,-0.5889281507656108,0.2004008016031955,-1.03598362034667,-0.3274087932647385,0.6366530241018742,-1.7348139467397883,-0.8274195754936264,0.44043398861317584,-0.4082568958624244,-0.7220613688670885,-0.06651147322913609,-0.24764735017335227,-1.0491988623221538,-0.6345863121045792
2019-11-07,1.7137340091720965,0.37159372419488523,2.2406234778373113,1.098901098901095,1.093248896787924,-0.3279861211745838,1.166316738424844,0.1873507711870559,1.4443899678542538,-0.6814774430966342,0.17152658662091813,1.0218547332884853,0.8092892329345514,1.0732400710458556,-0.6352780018079929,1.5812062344702893,-2.02497477124175,1.9549314270079554,2.091439688715946,-0.038893441231369064,2.121504339440694,-1.4186628879687802,0.42426813746287984,0.049382716049373165,-0.9383924928600518,0.5242922055225474,0.43525571273121955,-0.28799999999999937,-0.3239441396742371,2.581163523713337,-0.5455308434746065,0.14889815366290193,1.8181838415766816,-3.1179139400807077,0.6810663229663394,0.058065267004536736,-4.0987654320987605,-0.3953685399604612,0.4986876640419968,0.4514315862303997,-0.14669028095195547,-0.540175557056044,0.37383177570093906,-0.6524575902566387,-1.1166945840312636,2.2858593227826685,-0.2962962962962945,0.4313847748302235,-0.0689179875947632,0.8323057953144364,1.3444641614757558,0.5838252696814372,0.5516734217254404,-0.3657883383222482,-2.6832083092902526,1.5321154979375473,1.1131696792865853,1.6187078247813513,-1.2809089058098633,-0.1851037223394747,1.3337374962109738,-3.7204058624577208,0.7571457216042132,-2.9176658673061517,0.6832074793239773,0.28050490883591017,3.778558875219673,0.4817263350619161,***,0.14963659683624453,-0.05415651232060226,-0.3564857405703781,-0.36801810838998916,0.4121840911785135,3.9834670651574866,2.371541501976293,0.2968008659746113,0.048664770567219406,0.36923076923076614,1.4991653840868313,-0.09503300125557335,2.4498886414253906,1.755524638925765,1.4458465005908083,1.21212121212122,0.7751937984496138,0.2114803625377748,1.8596280743851334,-2.2718370544457467,-0.19047951211734748,0.7540056550424223,-1.8741633199464536,2.022752860352184,0.7742722447978689,-0.7463482247574316,-2.0235308478860348,0.6032970406366189,4.192654192654199,1.559356136820922,2.0461633524376355,0.131135597971066
2019-11-06,-0.7189072609633307,2.0219039595619215,-0.4847309743092554,-0.8382229673092989,0.43057050592034685,1.217258472398819,-0.7179193315363874,0.14071437901128636,0.3381659878131993,-0.3531169360315056,1.7452006980802848,-0.49656911782083313,1.8273020422787445,0.4438788597262544,-0.09067072470100301,-0.5838760386256414,-1.8549209065024885,-2.333603332833478,1.4306857424765562,-0.44540060406363935,0.29013539651836506,-4.66930228473622,0.8557980316645342,0.9471585244267278,0.32746623004502595,-0.625217089267105,0.3275109170305601,0.757697888118658,-2.478739296969923,-0.31830562520722694,0.633445945945943,1.2055455093429757,0.24968774311782127,-0.2544598199040182,-0.8489221459645813,-0.450869874458093,1.0983524712930626,-1.3099219620958724,0.10509721492379942,0.03344224179802069,0.5530973202371836,0.06756756756756133,0.879949717159012,-0.04347826086956719,2.389666704490878,0.17614801655321255,0.821508588498876,-2.3433370675450926,1.7888460189407152,-0.5518087063151489,-0.9186954653359503,-0.5804365345184581,0.48040937311415455,-1.1705978712163723,-0.43091065785694216,0.3548196333530429,0.6535990547244186,-0.2690610329666443,0.7631860598169116,-0.18475468659786554,0.1822046765866947,-2.169117647058827,-0.7790728549024961,0.3610108303249149,-0.6075768406004323,-0.41899441340782495,-0.04391743522178526,0.22720470863426545,***,0.4293688278230956,0.9292156326865308,0.11512779184894573,0.8094414490672497,0.9622712334894645,-0.5976862273275652,-0.246426811237066,-0.11402508551880963,-0.09722749208037618,-0.09222256378726978,0.6145285494500774,0.333729176754316,-0.7369196757553431,-1.4734163752899487,0.5285412347409091,-1.0494752623688153,0.09699321047527132,0.1209921355111998,0.06002400960383181,-0.27343749999999556,-0.217210920305122,-0.46904315196998336,0.13404825737264314,-0.46143236350913996,-1.2643393805873981,1.8239061991097705,0.5203434887771419,0.2839898296089327,-2.500000000000002,0.08054649447608586,0.5021500281422231,0.11640472574239169
2019-11-05,0.31250000000000444,5.558025789239651,1.375921375921374,-0.2091175240485188,3.360037006808181,-0.6959684602506844,2.3222719888551513,0.7085498448857974,-2.7255626193844584,-1.5904838278535172,-1.6140151133268943,0.6066398692539332,0.14352350197344155,0.6381621055999709,2.4262784753370292,0.29279279279279535,0.16589250501835018,-1.3859800935047795,-0.1477832512315258,1.036982634954886,0.29097963142579175,-0.8563738427849743,-0.2134927412468013,-0.29821073558647937,0.5763688760807018,0.20884093282282912,-0.054555373704312515,-0.9263695895224355,2.4396284528659606,-0.44890735469579335,-2.1083092186854113,0.5149954559224401,0.9833611232118011,-1.913475812450105,2.7557482285253565,-1.368301026225771,0.15000000000000568,2.572898799313883,0.528262017960901,0.3187960426279446,-0.985754563570207,1.9283746556473913,1.3375796178344057,0.13060513713538668,0.6212567076701925,1.4551905825421318,-0.3349460364719059,0.18464301719425258,-1.6218081435472764,2.001250781738584,1.1147207907411971,0.1661167593608015,0.8948522696679673,0.5191196267656517,-1.248226950354614,1.0155316606929476,-2.5477734421127107,0.9506591949023369,-0.6688963210702337,-0.09229208632151042,0.580329871716545,0.7407407407407307,0.36302367238523203,-1.927616050354053,1.1569052783803269,-0.278551532033422,0.3083700440528636,0.8016084764957077,***,0.8880225254494167,-0.7055630936227963,1.1411271541686085,0.20277327336664097,4.455306959739969,0.14965373450459563,1.6533066132264462,-1.8576517501640244,-0.4837929437659372,4.26282051282052,-0.11160544176792575,-0.5217007691124209,-1.5953589557650472,1.0356026559971587,1.6930899461517601,0.9688162276718204,0.782013685239491,-0.42168674698794817,1.585365853658538,-0.1170503316426097,2.5619553141419615,0.3294117647058892,-0.6216696269982225,-0.500831333557572,1.1600219377989607,0.2285092491838947,-2.174924606332429,1.060641977283172,3.315881326352521,0.9349605901454616,0.16766625695647797,0.2496696182492375
2019-11-04,1.7861512111573274,-0.04444444444444695,0.6927263730826416,0.4621848739495782,0.9660722835327817,0.33075849919017575,0.5480075592264155,0.7615377430966186,0.9487684115291994,0.22772940388480212,0.17199861678847128,0.5742354084971035,1.6596753602042602,-1.1356486130964072,2.9520750384451455,-0.7377598926894713,-1.4388469823822359,1.8104333552898533,0.8946322067594492,2.8163347069210642,1.3267813267813233,0.49176295548816196,-0.5520169851380041,-1.227295041728027,0.37190082644629197,0.7363253856942586,0.3009575923392571,-0.7450856055802202,-10.47470441750603,-0.23709006375488562,-0.04132231404958553,0.5176613885505388,-3.38611557282269,0.1666683620876741,4.669018527697499,-0.3975014196479276,-0.497512437810943,0.6908462867012188,-0.26343519494204104,1.2228281855132916,0.9583509843353655,-2.288021534320328,-0.03183699458770839,1.727192205491579,2.4154589024560025,0.435900565905456,0.2986188876446416,-1.5324659471387947,-0.9907755380936134,0.8196721311475308,2.965086928391991,0.2497896119855847,0.8649937432650967,0.8375493469452877,0.17050298380221207,2.447980416156681,1.2903239869851646,1.3302724295799928,-0.3776126523624912,0.9315323839907297,-1.2368024132729971,0.821508588498876,-0.12550040573783283,-0.07861635220125507,1.8409425625920406,-0.13908205841446364,-0.830056793359546,1.9853978957572904,***,2.1234240212342437,-0.887573964497046,3.023032629558542,0.5778319574836877,1.6008990095578435,1.4036349028004658,2.3065094823167653,-1.4121854019586433,1.0263884565399728,0.48309178743961567,-0.8849591131132817,0.40476481119791075,4.628224582701068,1.2119267458144511,2.535137052015357,0.7012195121951281,1.1869436201780381,-0.24038461538461453,1.4851485148514865,-0.6974041069352954,1.7280470548202809,2.3110255175734284,0.0888888888888939,0.7146023369953403,0.05952744256882969,-0.36860364267129464,-0.46061721413457324,1.1230276210074885,3.280461427541459,1.9266599456765565,1.2366613265690107,0.921618835845317
2019-11-01,3.123739663741132,1.0781671159029615,-0.04945598417408492,1.3628620102214661,2.6522139848066617,-3.201707507856022,1.0838149970371802,1.301838132347699,0.8130071242554715,-0.4799360085322002,0.9024665214971916,-0.36949366191925126,1.4618800888230865,0.4435975505099332,2.3611435302810957,1.6359918200409052,-1.4502095317523445,1.4312769336384923,0.19920318725099584,1.5941178224282204,-0.44031311154598685,-0.6594972471191118,0.21276595744681437,-0.9241245136186738,0.4983388704318914,1.2784090909090828,1.0226644555002773,-0.331805972507504,0.8314634173103963,3.376904543645032,-0.32948929159802853,-0.27330701488005316,3.1666229033618265,1.4084507042253502,3.567592206965986,-0.42971704686468604,0.0,-1.975169300225732,1.3077128369362256,0.9948521085709761,2.1460773940011224,0.0,1.1051502145922765,0.08865248226950229,0.2954384263691434,0.6451612903225712,0.11210762331839152,0.20822169899818999,0.37722908093278384,3.322475570032579,0.9169928490626589,0.4180617941085707,0.8342743980329859,0.8978910969732912,1.2079378774805916,2.2848200312989064,1.496724463314214,2.299387027752675,-0.09985170210753402,0.9402915038530413,0.7292616226071136,0.7524454477050524,1.8318607150369814,0.5533596837944632,0.7044864664441874,0.9831460674157411,0.5270092226614009,0.4104350253396172,***,1.2315270935960632,0.053821313240032254,3.836571998006977,-1.703967856311861,2.2002763821222793,0.9574875302794217,3.0095036958817323,-0.2860259170448298,0.5405435398111225,0.3231017770597644,0.47235683130359973,-0.4975138766050158,2.488335925349916,0.5930767027903627,1.4820994693816036,1.6423923148435104,0.0,0.695915279878978,1.9558359621451027,0.5453837164004716,0.7132667617689048,-0.24015369836695166,-0.22172949002217113,1.1479644622400142,1.5105740181268867,-0.2271498107084935,-0.20684759454364654,0.6988603215823952,3.007797994801331,0.2284065800612023,1.551342693941793,0.744992008271228
2019-10-31,-0.8208220427458723,-0.26881720430107503,-0.49212598425196763,-0.5084745762711895,-1.6557014955828397,-0.03556404664805113,-0.28818004491888427,0.2901309651220929,0.0,-1.0422163588390543,0.06947280697169322,-0.3681244056098154,-1.6202439468414376,-1.0348033415265356,-1.1010254792422902,-1.4333706606942886,-0.5767440805335533,1.1196000680687046,0.8791760864104603,-2.257294880697669,-0.3898635477582846,1.3617232193892104,0.12782275244993535,0.43966780654616233,0.24979184013322886,-1.1929824561403457,-0.19310344827586645,-0.42479546884832686,1.7608077800076893,-3.0622956599136497,-0.7358953393295176,0.0,2.4195609508871563,2.6308199664897725,-2.000842511424483,-0.7519654553345911,0.0,-0.2813731007315745,-0.47808764940239223,-0.8503401360544172,2.1931559603273865,-0.5354752342704105,0.47434238896075787,-0.44130626654897975,-3.3245716887660204,-0.6664973244900896,0.45045045045044585,-0.15591881626053627,0.34411562284928365,-0.03256268316509381,0.8763403628263777,0.0,0.26616433727424393,-1.388887601134181,-2.0839200225288623,0.5982367758186502,0.37558828721024895,-1.2053736121982572,-0.06653028105676473,-0.46794572497921294,-1.0820559062218238,0.4914933837429025,0.6000017438616112,1.6064257028112428,-1.3172338090010949,-0.5586592178770999,-0.9138381201044377,-0.8430214815361547,***,-4.12194074710176,-0.7743658210947912,-1.206005414718192,0.26800261070980547,-0.47727521961818953,-0.3054554454418712,-0.31578947368421373,0.0,-1.0695172488484506,-0.1934859722670157,0.08342263289127239,-0.7757376211368183,-0.9244992295839749,-0.8817805680574886,0.0279737352491205,-0.5853357979051177,0.3972194637537285,-3.6443148688046656,-0.5021971123666091,0.23428348301444135,-1.6554416379137238,0.6769825918762074,0.3560302625723155,-0.21215393124658366,-0.5707401415799285,-0.634135855546003,1.0685263887376673,-0.08886593602562831,-2.3213638012332227,-1.129131581006626,1.2465695037527258,-1.1240233608761363
2019-10-30,-2.465218452526241,0.3597122302158251,0.7436787307882886,0.9409751924722043,-3.5018604100977457,-0.21290830799406413,-1.6997195711257351,-1.8975331793604777,0.6740452326324586,2.612697982943013,0.9821072371188011,-1.921734817318388,1.1229749631811448,-0.7469635815955389,-1.4663791096769296,0.20197486535009634,0.6125060676065663,-0.919911753338043,0.3023431594860071,1.63435560045746,0.14641288433381305,0.3977146786141583,1.163793103448274,1.036525172754188,-0.2491694352159457,-0.8005569091541931,-0.27510316368638543,2.3345677024633638,0.0457519301442888,-2.0682523920559026,1.1998345055854287,1.1363636363636465,1.3302059050021686,1.8251343734643433,-1.452885051339592,2.4255632824185414,0.1994017946161497,1.600914808461984,1.2096774193548487,0.0,-0.7257425458655486,0.60606060606061,0.15115525804361152,-1.7346053772766656,-0.4549073189503816,1.0621777470247729,2.5404157043879882,-0.3625127834827713,-0.3429355281207136,-1.6335682254964734,-3.34117934283088,1.013512533890082,-2.0484171322160183,-1.1328524998741152,0.7947771785410174,-0.7810059356451071,-1.388888888888884,-1.0550472714485393,0.8272805381847492,-2.509124122523898,-2.8613138686131356,-2.649981597350015,-1.0600706713780883,1.3018714401952902,-0.9782608695652173,-0.4172461752433909,-1.246239793725823,1.17647058823529,***,-0.02146383344064917,1.6834102633722425,-2.2141997593261076,0.10059952404042338,-0.4193420551806937,0.07641638522160044,1.986044015029531,1.4735445843834905,-2.419357699090463,-0.3854802441374927,0.41887740140569285,1.1412238999795488,2.124311565696302,0.26195753979552094,-1.0791350200192396,0.03081664098614212,-1.080550098231825,1.449275362318847,1.9193857965451144,0.7078254030672415,2.561149322729306,0.8780487804878057,0.5819158460161233,-1.298138010815142,-0.44856460148869903,1.2294636057012198,0.5606152446314239,-0.41719574895143774,-1.1827956989247324,-1.4964598375094784,-4.83985613969915,0.33532705548549036
2019-10-29,0.29375764993879727,0.4063205417607296,0.04960317460318553,0.7324429125376897,0.9723743417644926,-0.21246675512873736,-0.1414441504595687,2.1317874444706453,-0.9064869805254783,-0.685668190373756,0.8489542953138418,0.7155432379490456,0.07369196757553986,-0.8945170588737006,-0.04766735083934215,-0.44682752457551045,0.4208541069063765,0.7633637960007933,0.10088272383355079,-3.798830509185791,-0.09751340809360798,-0.7401924723305031,0.9134406263592965,0.8461921353907442,0.291545189504383,0.9132420091324311,1.000277854959708,0.27445915402002363,0.48276002379670224,-1.577611248608457,-0.12396694214875659,-0.09205277692543312,-1.0069739315579196,0.9509694523124113,0.5845485997847177,0.1842723302531324,-0.09960159362549792,-0.5967604433077534,0.1615508885298933,-1.0767200792717646,0.8086158980475489,-1.065956029313786,-0.6009873363382656,2.035398230088492,-1.180040474718802,1.2326284703641832,-1.2542759407069504,-0.25826445466776704,-3.920922570016472,0.0,0.09420487299447444,-1.0033435215412778,-1.4317158531091723,-1.1369454949480717,0.3417829678154405,-0.031230480949406836,-1.8181818181818188,0.41455268133674394,-0.6773235344547768,-1.9678036829911538,1.2415016257759426,0.5923731951129163,-0.6320224719101097,0.9445585215605679,-0.790797987059666,-0.41551246537395725,-1.3983050847457656,-0.17616150697697952,***,-0.021459227467812703,-0.5401026194977065,0.36231884057971175,-1.0617059569523968,-0.8317087016362579,-0.5699087881576914,-0.7987220447284393,0.08938411094623344,-0.8932740591184429,-0.35211267605633756,-0.11157430864278117,0.5258155447238178,-2.230769230769236,0.8253549192392517,-0.5777183228378613,-0.642988364972441,1.3944223107569709,0.3264094955489627,0.19230769230769162,-1.966075558982272,0.404505597167093,-0.4371053909664857,-1.8021978021978025,-0.4170231278191383,-1.356933953839412,0.8337904552934816,-1.8344416161510169,-1.2237803877691134,-1.1689691817215686,1.3112054530741046,0.45280969226753065,-0.34100365100354635
2019-10-28,1.339617960803774,1.0492700729926918,0.09930486593843213,2.2917584839136085,3.9513008705186703,-0.14144056356084622,0.7840385741032962,0.978473610431152,0.7692336956036661,0.7449546254910011,1.1811089415304288,0.08217855667225216,0.18456995201181492,0.3715208071304099,1.2792706895264017,1.588742623694972,0.6188905200274819,0.1638382211736067,-0.9245377311344338,0.0,1.4342235410484738,0.5707165739376574,-1.203266007735282,0.7522567703109218,-0.3734439834024883,-0.0351123595505598,0.755879059350506,-0.7689842999038743,-0.8659954190248564,2.3171032947304493,1.212881639481389,-0.21432945499081368,-0.48817741464644016,-1.2327596291599296,2.2411953041622246,2.152939740349269,1.5166835187057526,1.1497556769186623,-0.053821313240043356,-3.7252994963561825,-0.2304938970702941,1.2137559002022957,0.5394907207596056,3.008204193254338,-2.2197815612122307,-1.4474040299452429,2.333722287047846,0.9384791569956752,2.6378085897869497,0.4181408813123122,-0.18805543122866197,0.16750802735814307,0.7769168325394427,-1.783332824707029,2.992079788794366,1.6185337987940418,-2.309057290723371,2.0686456127896102,-0.36509002533373636,-0.9743121871162663,0.8045292014302818,1.9245283018867854,0.6360424028268641,-0.2458009012699658,0.0,0.1386962552011095,0.42553191489360653,0.9185203269675979,***,0.19350677273703987,0.21650879566983416,0.5342399222923788,1.3109223181460017,1.2065293915315634,0.727142940231551,5.387205387205385,1.2214417149815526,0.1884097459889711,0.7741935483871032,1.3570787750380786,1.7509682577120378,0.6971340046475705,1.6784156100847047,1.2252837153157836,1.5547263681592094,0.1996007984031989,-0.38427431274017376,2.699144173798551,-0.3074558032282848,0.02890349812589843,0.5862237420615646,-1.0869565217391353,0.08346015757880743,1.4362620040825336,-1.5977545071790944,0.4838723740819395,-0.273974112505726,2.431059506531197,0.18472780663683075,2.2915658974747233,0.09283643508088968
2019-10-25,1.6081883850920908,0.13704888076746524,-1.0319410319410305,1.977528089887648,1.256104669260516,0.8199599974933136,-0.8013184054446287,0.29440178397552863,1.1181304920314217,1.0954402300424437,0.7936441531647631,2.3798118143746327,-1.8656040572360033,-0.030952058689714956,0.7416383691109418,-0.5417607223476284,-1.7285512170252093,1.0206930226293043,0.07501875468867159,0.39215686274509665,2.0954304468568496,-2.3267101215473818,-3.2432432432432434,0.45340050377833396,0.20790020790020236,1.2442232492001493,0.7048209754722201,-0.6683640992998119,-0.925718256946706,0.9726635821235341,0.0837170364169193,0.523237919359798,1.1434504795835965,3.903634812078627,0.8177292216802856,-1.1283019738628663,-0.6529382219989999,-2.902595590287471,-0.02690341673392549,0.0,0.5019257887910245,-0.13468013468013185,0.5206073752711537,-0.8585630366019004,-2.2451416764348697,0.36316313786883825,1.5001973943939984,0.4714558323985374,0.06768189509305245,1.2703583061889345,-0.653904304232733,0.08381621920983129,-0.880096922122775,0.2506291223111079,-2.4606580829756752,0.6387735547748408,-0.7929528862369195,-1.6188714382072367,-2.3655177865268717,-0.04426332334138694,-0.7981081879988139,0.5692599620493288,-1.4623955431754876,-0.12274959083469206,-2.3859649122807025,-1.2328767123287676,0.25597269624573205,-0.029622660458417105,***,0.17230239069567777,0.40760869565217295,1.2042270828213297,1.2593643161205703,1.5384517938913378,-0.6841574567803987,2.4726854514088625,-0.4279265532622478,-1.9852275764492777,-1.1164274322169043,0.283527067022904,-0.31514855587121415,1.1755485893417017,-0.4012076838995293,0.9842519516102488,0.8782936010037545,1.21212121212122,-0.382803297997647,0.26402640264027166,-1.1398176291793294,-1.4245014245014231,-1.1111111111111072,-0.43290043290042934,-0.6633322255821028,0.5717798627324244,0.0,-1.7210158511035245,-0.3722027643208947,0.6206644760861524,6.097560813516734,-0.12174451061647273,-0.05185110856230635
2019-10-24,0.19193487544673093,-0.3641329085116052,-0.09818360333824216,1.182355616189179,-0.6241359613816444,0.1070620199499217,0.6642912913330301,0.0,4.9489783321923,5.549934961699665,3.3171915091289916,0.3739866822009663,1.6197312718571721,-0.9806870392785494,0.32935011554466875,-0.15776425512733505,-0.8883306478769226,-0.13774104683195176,1.0869565217391353,0.7109016877775653,1.9562419562419553,-0.6740461805751718,-0.20746887966804906,0.9664292980671396,1.0504201680672232,1.1143062544931803,1.0541310541310578,0.5922842964622976,1.4197347186044595,-3.2061084232864134,2.0068317677198966,-0.0922509225092294,1.5571348420164721,2.5969923762393377,-0.705125596788192,2.187094339836171,1.5816326530612157,2.72362385321101,2.4531422271223846,1.097103663518495,1.2114131213186496,3.3402922755741082,1.318681318681314,2.596198423736662,0.4423863481976653,1.1280135507008904,1.9110842888754753,-0.5211047586272555,2.178423236514515,0.7879185817465606,-1.6536476321506122,0.08389453706232342,0.7016338625225771,-0.7133382778426123,0.7785467128027745,0.3204101249599578,6.074766355140193,-0.1846764284403002,0.3903681997706743,-3.337613672919859,1.045400238948635,2.6090342679127687,0.6871441006622181,3.1658927817644678,-0.8350730688935326,2.0979020979021046,-0.4670912951167727,-0.5010261569742269,***,0.8033000434216175,3.984176320994637,0.27106949236077593,1.9430865193422298,-3.3856513918644193,-0.07595203141839146,3.266033254156775,1.3698630136986356,1.2149561231381334,1.7857142857142794,1.584101326793852,-0.16941243619337243,1.6733067729083562,-0.16688918218087379,1.2240303045729206,0.15708451146716484,4.8728813559322015,1.4639976097998275,1.3377926421404673,-0.4914933837429136,1.916378112799677,0.9756097560975618,-0.2159827213822907,-0.371742291584487,-0.805973793143655,1.4456247946555756,-0.4284089958251136,-0.9462999219245871,0.9583486914854333,-0.2606389455606539,-1.7464075912344001,0.9310343018796186
2019-10-23,1.0102065728635257,-0.4079782411604671,-0.19598236158745452,2.041763341067293,0.8861983252624439,1.1552390639101962,0.6927840072145752,0.24594195400611252,-0.8598876379414033,1.705130089666329,0.2241223603208109,0.2903785351950461,1.8178410794602806,-2.4222506732530125,1.3099327021791396,-2.2902444395507593,-1.2531327841571738,-2.340600463092124,1.801338136901709,1.4524692153965013,0.6216006216006154,0.09638407144201278,0.8368200836819994,1.287995878413195,0.8047437526471857,2.4300441826214936,-1.1546043368065306,0.2889709423663511,-0.7499972256747145,3.366645813256497,-0.21303792074989225,0.4323656578134605,-0.4204990823600485,-1.6615365835336515,1.16731384030202,1.655390600674167,-0.2544529262086481,-1.3016411997736288,-1.413043478260867,0.04914609779982371,-0.6599426113165996,0.0,0.2533876831552373,0.8415147265077083,0.15128196909144354,-0.07863375962483543,-0.480480480480483,-0.9803968655077933,-0.8910212474297463,1.2632978723404298,0.3225792388212856,0.6756750225933805,0.222048689427079,-0.21519792822976003,-2.77544154751892,0.8074935400516736,5.6007927191516815,1.3570468866107799,1.26276488919006,-2.908184498857813,-1.875732708089095,-0.7727975270479082,-0.056065089567269855,0.7656316461080337,2.3868899180619962,-2.7210884353741527,-1.6701461377870541,0.6526198901276592,***,0.9423624808240216,0.4256526674233818,0.744786494538241,0.48815358216580673,0.2483396682514183,-0.18953753720125643,3.8224414303329235,-1.7496608359242716,1.086444537039899,0.0,0.930236106695137,-0.481695554238748,0.40000000000000036,2.7787327970894005,0.5437876158198351,0.8555133079847899,0.0,-1.2101534828807603,0.13395847287340779,0.30337504740234333,0.7606805723733512,-1.9138755980861233,-0.08631851532153734,-0.941109088587988,-1.3835772852921813,-0.4361574528404799,-0.4936082896065397,1.6997882440197065,0.44427989633468723,0.5459707432460048,1.3333321392270836,0.6682869367417688
2019-10-22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
