Info,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17,Close.18,Close.19,Close.20,Close.21,Close.22,Close.23,Close.24,Close.25,Close.26,Close.27,Close.28,Close.29,Close.30,Close.31,Close.32,Close.33,Close.34,Close.35,Close.36,Close.37,Close.38,Close.39,Close.40,Close.41,Close.42,Close.43,Close.44,Close.45,Close.46,Close.47,Close.48,Close.49,Close.50,Close.51,Close.52,Close.53,Close.54,Close.55,Close.56,Close.57,Close.58,Close.59,Close.60,Close.61,Close.62,Close.63,Close.64,Close.65,Close.66,Close.67,Close.68,Close.69,Close.70,Close.71,Close.72,Close.73,Close.74,Close.75,Close.76,Close.77,Close.78,Close.79,Close.80,Close.81,Close.82,Close.83,Close.84,Close.85,Close.86,Close.87,Close.88,Close.89,Close.90,Close.91,Close.92,Close.93,Close.94,Close.95,Close.96,Close.97,Close.98,Close.99,Close.100,Close.101,Close.102,Close.103,Close.104,Close.105,Close.106,Close.107,Close.108,Close.109,Close.110,Close.111,Close.112,Close.113,Close.114,Close.115,Close.116
DateM 2020,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2020-08-04,***,***,***,***,***,***,***,***,***,***,***,2020-10-01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2020-02-26,***,***,***,***,***,2021-04-06,***,2020-09-15,***,***,***,***,***,***,***,***,***,2020-02-10,***,2020-12-04,***,***,***,***,2020-02-20,2020-03-26,***,***,2020-03-26,***,***,***,***,***,***,***,***,***,***,2020-05-21,***,***,***,2020-05-21,2020-05-21,***,***,***,***,***,***,***,***,***,***,***,***,2020-07-21,***,***,***,***,2020-04-28,2020-06-11,***,***,***,***,2020-03-25,***
DateM 2019,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2018-12-17,***,***,***,***,***,***,***,2019-11-29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2019-12-02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2019-05-24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2019-06-21,***,2019-11-11,***,***,2019-08-19,***,***,***,***,***
DateM 2018,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2018-09-12,***,***,***,***,***,***,***,***,***,***,***,***,***,2018-05-09,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2018-03-22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2018-10-25,***,***,***,***,***,***,***,***,***,2018-11-22,***,***,***,***,***,***,***,***,***,***,***,2018-12-21,***,2018-09-18,***,***,***,***,***,***,***,***,***,***
DateM 2017,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2017-02-27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2017-01-26,***,***,***,***,***,***,***,***,***,***,***,***,2017-11-29,***,***,***,***,2017-01-06,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2017-05-19,***,***,***,***,***,***,***,***
DateM 2016,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2016-04-21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2016-10-25,***,2016-12-13,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2016-11-22,***,***,***,***,2016-07-20,***
2020-08-07,-0.8583690987124415,-2.7181688125894166,-1.4925373134328401,-1.1508951406649648,-0.07488766849725881,-0.17730496453900457,-0.4206098843322792,-6.246691371095814,-0.30832476875641834,0.43290043290042934,-0.9650582362728755,-4.585427135678389,1.608579088471851,1.327433628318575,2.314814814814814,0.3939393939393909,0.36923076923076614,-2.0837523866746976,-8.974358974358976,-4.092958723551854,0.21929824561404132,-3.4407027818448066,-1.1140819964349347,-1.1527377521613813,-1.1884550084889645,0.7107320540156392,-2.2323117669315162,-3.230890464933023,-1.4270032930845278,-1.2963443090484805,0.5243445692883819,-0.5431204739960505,-2.1845851742758993,1.9960079840319445,0.7751937984496138,-1.6742770167427756,1.934235976789167,-8.641160949868077,2.685950413223148,1.08108108108107,-1.6793066088840791,-4.941482444733425,-1.6837782340862417,-0.22050716648290836,-0.730816077953711,0.13513513513514486,-1.7860803922304602,-0.6365372374283917,-0.4326328800988821,3.2608695652173836,2.3471278567016585,-3.0738293593794874,-0.9728415079043318,-1.0638297872340385,-0.19466073414905471,-0.22148394241418012,-0.3119429590017875,0.42075736325386526,1.0752688172043001,-1.664355062413314,-1.8567639257294433,-2.8880866425992746,0.2059732234809486,-0.08503401360544505,-1.7420052693460586,0.7352941176470562,0.6731223429381261,-0.688468158347677,0.748847926267282,-0.4310344827586188,-0.8143322475570036,0.5527786620833197,1.1470588235294121,-1.0108668182966851,0.22321428571427937,0.0,-7.313997477931899,3.3684751864232476,-3.053435114503822,-0.2702702702702675,-0.614250614250611,-0.7889546351084853,0.17205781142464183,-2.187992298267105,-1.5643332029722345,1.3280212483399723,0.6745362563237878,0.5368731080114486,0.8085779574617646,0.08622176237282897,1.0040160642570184,0.14164305949009304,-0.11647750230525666,0.5181347150259086,-0.17050298380221207,-0.10845986984815426,2.4369747899159577,2.208370436331264,1.4729950900163713,3.096984515077428,2.808249232119353,2.9841133533705433,1.5065913370998052,-0.6075768406004323,1.0996119016817518,-1.0000000000000009,-0.0996214385335703,-0.03430531732419029,3.412969283276457,1.044256588761816,0.5352571561554553,1.067615658362997,-0.3007518796992459,-1.2234910277324595,0.6938514090520931,-0.41233964569333814,-0.39347999706920156
2020-08-06,-0.21413276231263545,-0.14285714285714457,1.5151515151515138,0.38510911424902705,-0.22415940224159714,-0.5291005291005346,-1.2461059190031154,-2.0228215767634894,-0.9164969450101812,1.7621145374449254,-1.7973856209150374,3.3095392602206397,6.571428571428561,-0.5865102639296182,-1.8181818181818188,0.4872107186357999,-2.519496100779839,-0.4230471654585788,-1.4440433212996373,3.7796976241900593,1.1086474501108556,-0.364697301239969,0.17857142857142794,0.8720930232558155,1.376936316695354,0.142348754448407,-0.7882882882882858,-0.19661816751868066,-0.43715846994535346,-1.3050153531217967,-1.8382352941176516,-1.20325203252033,-0.3424657534246589,-0.6609385327164596,3.3653846153846256,1.8604651162790642,-2.1759697256386046,-1.1734028683181186,-0.20618556701030855,-2.1164021164021163,3.4753363228699596,1.3175230566534912,-0.3682487725040873,0.22099447513812542,-0.364077669902918,-0.7377598926894713,-0.3841475683457052,0.8991650610147728,2.2756005056890016,3.370786516853941,0.8094645080946483,2.684365781710918,-0.4037141703673752,1.3477088948786964,-0.3325942350332567,0.33333333333334103,0.3577817531305927,-1.109570041608876,0.540540540540535,0.1388888888888884,-0.7894736842105288,0.0,-0.9183673469387754,-0.6756756756756799,0.1877844062690981,8.127208480565361,-0.9127076995085415,-1.1904761904761862,0.3468208092485492,1.0159651669085612,0.6557377049180246,-2.138077807715366,2.2864019253910906,0.5846466700559327,-1.8261504747991264,-0.05966587112171684,1.2771392081736943,1.6997907949790836,-2.420856610800748,3.7868162692847207,-0.9129640900791269,4.0000000000000036,0.9378256339006574,-2.124378961795448,0.6296733569460811,-0.13262599469495706,2.06540447504302,-0.2255478666518651,0.15845070422535468,0.2593360995850613,-1.5810276679841917,0.14184397163119478,0.019412735133506054,2.230275996654596,1.0118406889128018,0.9857612267250904,0.3372681281618828,-0.8826125330979706,-2.7070063694267565,-2.619047619047621,-3.3092914722104405,-1.9161928827121533,-0.5617977528089901,-1.7901017901017946,-0.8338678640153918,0.25062656641603454,0.0,0.5866114561766667,-1.3468013468013518,-0.6913580246913575,-1.557846506300109,-1.2550200803212896,-1.1887072808320909,-1.60513643659711,-0.573126724686901,-0.6825420900955614,-0.42949084905161694
2020-08-05,-1.0593220338983023,-2.9126213592232997,-0.8016032064128265,-0.2560819462227859,-0.6188118811881194,-0.8741258741258751,-0.10373443983402453,0.05189413596262682,2.2916666666666696,-0.8733624454148492,-2.7027027027026973,0.1299545159194393,1.449275362318847,0.44182621502208974,1.85185185185186,-1.2033694344163681,1.8948655256723734,0.9558636511634244,0.48367593712213,-0.251346499102334,-1.7429193899782147,-0.1456664238892902,-2.0979020979020935,4.878048780487809,0.868055555555558,-1.5416958654519974,0.9473285335354298,2.457695406929905,1.3289036544850585,0.15376729882112805,0.07358351729211954,-0.9980682549903364,-0.12215978499877655,-0.17594018033868508,-1.8867924528301883,-0.3091190108191699,-1.0299625468164764,2.130492676431417,0.13764624913970014,1.0695187165775444,-0.943920044419766,0.3968253968253954,3.5593220338983045,-3.3119658119658113,-0.36275695284159193,2.898550724637672,6.6522924212432555,2.1653543307086576,-0.6905210295040765,1.7142857142857126,1.452937460518,5.739238927011847,0.16174686615446632,-2.539404553415059,1.6051816389749396,0.6711409395973256,0.22411474675032572,-2.6990553306342813,-1.0695187165775444,-1.7735334242837686,0.5291005291005346,-1.2477718360071277,-0.3051881993896277,0.16920473773265332,0.1327300342258697,1.5246636771300448,-1.611789085885329,1.994796183868175,-0.4029936672423684,0.4373177842565523,0.660066006600668,-1.7712550060178023,1.6669215476372568,-1.0314465408804985,-3.136792452830184,-0.2974419988102328,-0.760456273764254,-1.4432989690721598,0.1865671641791078,-2.8610354223433276,-1.20264582080577,-7.495256166982922,1.7314487632508868,0.2060085836909975,1.0337972166998055,-0.6587615283267456,-2.1061499578770015,0.16944538073242477,0.4243281471004279,-0.4132231404958664,-0.3937007874015741,-0.98314606741573,1.000197325860519,-0.3334259516532323,-0.17193208682569905,0.44004400440043057,-2.3868312757201693,-0.6140350877193002,-2.3328149300155476,-0.7874015748031482,-1.7507294706127552,-2.404438964241673,-1.4760147601476037,1.2078152753108418,2.2295081967213193,-0.992555831265507,-1.5109890109890056,-0.6513541309564608,0.33783783783782884,0.3468780971258578,-2.6538804638715385,-2.5440313111546042,-0.8836524300441795,-0.79617834394905,-0.26463427543135243,-4.185438163057698,-0.26052729804526553
2020-08-04,1.505376344086029,0.6983240223463749,4.3933054393305415,5.5405405405405395,4.554865424430643,5.276073619631894,2.8815368196371427,4.218496484586254,1.8027571580063517,3.153153153153143,2.442996742671011,3.288590604026842,5.504587155963292,2.8787878787878807,5.36585365853659,8.912188728702496,7.349081364829391,5.810199976489572,1.1002444987775029,-1.5553199010250984,3.378378378378377,1.7037037037036962,5.195402298850582,5.466237942122176,0.0,5.235988200589969,5.013927576601662,0.04030632809350898,3.7334865020103303,0.2827036751477774,3.503427265803505,1.886173527964563,0.2940455770644501,2.0421903052064705,-3.1963470319634757,0.9360374414976613,4.093567251461994,0.8900083963056193,5.289855072463778,5.9490084985835745,1.4076576576576683,2.4390243902439046,1.636520241171402,2.071973827699014,0.4860267314702238,4.470079307858699,5.7462120416082785,2.3505708529214298,2.7079303675048294,0.5747126436781658,5.39280958721704,-0.7122948281201635,4.39003799071338,2.4215246636771326,3.076923076923066,4.074505238649584,2.3864157870582936,4.366197183098586,4.469273743016755,2.5174825174825166,-1.945525291828798,2.5594149908592323,4.1313559322033955,6.199460916442057,1.6071013698750303,6.089438629876298,4.474380562905944,-2.2052586938083096,3.4544371649791517,1.9316493313521477,0.6644518272425293,6.609117667446163,3.3017377567140516,7.665222101841818,2.862688015526449,6.257901390644749,2.2020725388601115,0.41407867494824835,0.3745318352059934,4.113475177304959,1.6503667481662543,4.980079681274896,4.274134119380979,0.5697513812154664,5.450733752620551,4.9792531120331995,5.793226381461669,2.9659820843444207,2.0754376466341817,1.7341040462427681,3.462321792260692,1.859799713876975,1.3717681702752227,1.9546742209631818,2.1963540522732306,3.178206583427934,5.652173913043468,2.7212110290142366,8.358611391978421,8.085106382978724,8.896958692691781,9.054235768713582,5.242718446601935,-0.565171317555635,6.345885634588555,2.5445292620865034,2.001601281024823,-0.06851661527920161,3.8596491228070073,0.19860973187686426,-1.6450976091248126,0.8884501480750151,6.259780907668233,1.7828200972447306,1.1131328267151908,-0.7357184073860323,1.7043154126153315
2020-08-03,5.9225512528473745,-1.104972375690605,1.9189765458422103,-2.1164021164021163,0.7299270072992803,0.9287925696594534,1.2972972972973063,2.098288238542234,4.314159292035402,0.4524886877828038,2.606951871657759,2.1947873799725626,3.809523809523818,5.263157894736836,1.7369727047146455,-4.8034934497816595,0.3291639236339794,2.3342889145655077,1.3003095975232304,3.6263736263736357,0.9090909090909038,1.8099547511312153,-0.04595588235294379,2.64026402640265,4.159132007233279,-3.966005665722383,2.57142857142858,1.0590631364562064,1.6345592527729158,3.5942492012779548,-0.22796352583586144,-2.588272887042664,2.6666666666666616,1.9679633867276891,17.953321364452425,4.227642276422761,6.321243523316067,1.7948717948717885,2.8315946348733245,2.6162790697674465,3.4965034965035002,4.090267983074747,1.619256017505477,0.4381161007666945,4.177215189873418,6.120887528691665,2.2857114385932853,1.223657375934728,4.233870967741926,0.5780346820809301,4.9615653389238235,3.0312699425654177,1.586620926243576,-3.211805555555558,5.416156670746641,5.658056580565796,6.344558321132254,1.4285714285714235,-1.6483516483516536,2.582496413199431,2.39043824701195,-7.130730050933787,1.0706638115631772,0.18001800180018623,-1.1333346896701402,2.038834951456314,2.947003467062892,0.9417808219178037,4.741110417966321,1.3554216867469826,1.17647058823529,2.6869839908673754,1.8175969116937418,6.336405529953915,3.334168964652795,3.0618892508143425,5.177111716621252,2.5749933634191757,2.49520153550864,4.444444444444451,3.348073278584973,3.5051546391752675,2.1068472535741067,0.5555555555555536,1.9230769230769162,3.285714285714292,-5.555555555555558,0.029088454644110584,2.232472324723256,1.9464285714285712,1.8672199170124415,2.1929824561403466,2.71594597946343,2.170767004341534,2.6375112714156934,2.085747392815751,1.7699115044247815,3.1604387432608183,0.7128309572301372,0.25597269624573205,0.31876138433515333,-1.4575971731448756,2.794411177644718,5.04638218923934,5.441176470588238,1.2886597938144284,2.2304072027828914,3.181336161187698,1.7857142857142794,0.5491762356465202,2.196816857206896,4.218106995884763,1.9138755980861344,3.6104114189756453,2.885144807840545,5.1099317664897725,2.235747855251047
2020-07-31,-3.3039647577092546,-5.606258148631027,-4.480651731160901,-7.352941176470584,-3.4968553459119533,-0.1854140914709479,5.593607305936077,-4.230565838180855,-2.2702702702702693,-3.913043478260869,2.500856457690981,-2.929427430093212,-6.528189910979232,-14.577656675749317,-4.728132387706852,-2.8484848484848446,-2.8772378516624064,-3.751585872702501,-4.7759433962264115,8.721624850657106,-6.581740976645434,-5.6899004267425335,-5.267740531127563,-4.416403785488954,-2.811950790861162,-5.107526881720426,-4.520654715510519,-5.394990366088637,-2.6151222285389464,-1.5723270440251569,-0.9036144578313254,-2.8859581070597384,-2.1658872754122593,-2.389993299084203,5.492424242424243,-0.8064516129032251,-1.731160896130346,-1.5814266487213957,-5.956552207428167,-5.753424657534245,5.470190534726482,-3.9295392953929587,-3.5050675675675658,-2.5613660618996836,-2.9484029484029506,-4.459064327485384,-5.841661523436681,-4.974160206718348,-4.24710424710425,-2.259887005649719,-5.419695968274951,-4.188321614185265,-3.6761668731928987,-1.873935264054516,-3.05547315336695,-4.800936768149889,-7.785778577857783,-4.761904761904767,-5.699481865284972,-3.194444444444444,-1.5686274509803977,-0.33840947546531774,-6.879361914257231,-4.141501294219152,-13.294797687861271,-5.67765567765568,-1.319648093841641,8.048103607770575,-2.671523982999391,-0.7473841554558991,-3.2520325203251987,-3.217158176943702,-3.3877233877233848,-3.4751181540172316,-6.141176470588238,-5.654578979717273,-5.655526992287918,-3.2365784741844372,-0.3824091778202643,-4.119318181818176,-4.581072935503316,-2.8056112224448926,-4.525862068965514,0.226204976509492,-3.3457249070631967,-5.533063427800267,-5.938242280285033,-5.027627681500347,-4.878904878904877,-2.9462738301559765,-3.984063745019917,-2.005730659025784,-2.3334626708967687,-4.637041126138564,-4.3759430911834425,-5.0605060506050625,-3.3361847733105243,-3.6712034383954206,-6.178343949044585,-2.4146544546211457,-5.467068445975032,-4.128731738301927,-8.073394495412845,-1.570489408327247,-4.360056258790435,-4.433497536945808,-3.495260663507105,-1.290997906489877,-5.0847457627118615,-1.8618324350808457,-0.9986684420772329,0.7253886010362587,-1.4150943396226467,-2.055921052631582,-1.3685239491691092,-4.392577558712674,-2.816706106462441
2020-07-30,-0.8733624454148492,0.0,-1.603206412825653,-1.3301088270858519,-3.5194174757281593,0.7471980074719831,0.6896551724137945,0.052910052910060124,0.10822510822510178,-1.7094017094017144,0.34376074252320254,-0.06653359946773296,-2.8818443804034533,-0.6765899864682012,-2.758620689655178,-0.4524886877828038,-2.7967681789931587,-2.681518219334522,0.414446417998815,0.43999999999999595,-0.42283298097252064,-1.6095171448565426,-1.2467755803955316,-1.2461059190031154,0.17605633802817433,2.408809359944941,-1.7234775947912673,0.0,-1.7318435754189898,0.952380952380949,-0.6731488406881092,0.233281493001547,1.829573934837092,-0.8196721311475419,1.538461538461533,-0.6410256410256387,-0.5065856129685908,-4.896000000000001,-2.327173169062291,-4.450261780104714,-1.5133171912832921,-2.638522427440637,-2.43098475484137,-0.9513742071881603,-1.6908212560386437,-2.3554603854389677,-2.5468151731373734,-1.9011406844106515,-0.5758157389635365,-2.209944751381221,-3.38441890166028,-1.0885999395222279,-0.6157635467980316,-0.7607776838546076,-1.8631732168850057,-2.8441410693970437,-1.3321492007104752,-1.869158878504673,-3.015075376884424,-0.27700831024930483,0.6578947368421018,-1.6638935108153063,-2.526724975704564,-0.34393809114359186,-0.8122312470138504,0.6451612903225712,0.19588638589618235,0.3714020427112441,-0.6634499396863669,2.1374045801526798,2.329450915141429,1.3311583306810482,0.031089693766506166,5.452946350043986,-0.3516998827667095,-0.30637254901960675,-1.3941698352344711,0.0,-3.6832412523020275,-2.7624309392265234,1.716738197424883,-0.10010010010009784,-0.6069260978222024,-0.5881335409098742,-1.344743276283622,-4.015544041450781,-1.4051522248243575,-2.1092450109369776,-2.880518152377709,-3.171673099513339,-0.7905138339920903,0.5763688760807018,4.501877168207824,-0.41231445849367887,-0.4933504933504973,0.22050716648291946,-0.7640067911714787,-0.5343783398646273,-4.848484848484846,-5.4330708661417315,-8.435159637366974,-3.631911854723524,-0.1831501831501825,0.9214891264283098,-0.07027406886859211,-0.9756097560975618,0.019751135690304622,0.9510390982740313,-3.5947712418300637,-1.0664081434803685,-7.852760736196318,-5.899561189663583,-1.3953488372092981,-1.9354838709677469,0.3597122302158251,2.3594005045258992,-0.25842132250604166
2020-07-29,-0.8658008658008698,0.0,-0.39920159680638667,-0.9580838323353325,-1.411821009810954,2.0330368487928796,0.11507479861909697,-1.716068642745705,-1.8065887353878818,-1.2658227848101222,-0.648907103825136,-0.9228740936057966,-1.6997167138810165,-2.119205298013249,0.0,0.5764563106796183,-1.3488657265481319,-2.218636601619539,-1.1124121779859442,0.04001600640255454,-1.0460251046025104,-0.9015256588072118,-2.0219039595619215,-2.1341463414634165,0.0,-1.6249153689911977,-2.7922561429635118,-3.888888888888886,-1.6483516483516536,-0.4477218856992371,-1.9794721407624616,0.46874999999999556,-0.4739336492891044,-0.1548330015483268,-1.3282732447817858,-0.16000000000000458,-2.2772277227722793,-5.446293494704991,-3.0524220305242156,-3.535353535353536,-2.0746887966805017,-0.3942181340341633,-0.45118949958983245,-1.6632016632016633,-0.3610108303249149,-2.708333333333335,-4.0258818645979915,-2.4118738404452666,-0.9505703422053258,-3.208556149732622,-2.2471910112359605,-1.6066646831300213,-2.754491017964067,-1.4987510407993287,-2.525539160045398,-3.934426229508192,-3.3891033891033873,-2.979274611398963,-4.784688995215314,-3.733333333333333,2.288021534320328,0.670016750418756,-3.470919324577859,-4.593929450369149,-1.1336797354747241,-4.907975460122705,-1.0898522644708142,-2.1798365122615793,-1.6607354685646447,-0.9077155824508298,-2.9079159935379684,-10.394348334541014,-3.0590717299578074,-4.853556485355648,-2.9799818016378543,-1.3897280966767345,-5.959475566150174,-1.5178345560333928,-0.9124087591240837,-8.585858585858585,-2.042042042042047,-0.8928571428571397,-0.5326704545454586,-0.18991712707182584,-0.9285425918449719,-1.781170483460559,-1.0810810810810811,-0.9641152014891685,0.513962652047284,-0.46767997327542554,-0.9784735812133127,-0.7153075822603716,-0.744726137561047,-0.7637752318603419,-0.36332549690104576,-2.8907922912205564,-1.1744966442952975,0.5552570302704618,-1.19760479041916,-1.3975155279503104,-0.15741833923652582,-3.1231468669697615,-0.727272727272732,0.14765596160946082,0.14074595355384467,-2.1479713603818618,-0.5499901787468064,-0.5255781359495448,-1.9230769230769273,-1.3390722142515576,-5.76218924648294,-3.4369114877589424,-1.3761467889908285,-0.40160642570281624,-0.8430609597924743,1.4145974416854834,-1.1487271454295511
2020-07-28,-1.2820512820512775,-0.2600780234070177,0.4008016032064132,-0.9489916963226541,-0.6655574043261225,-0.12690355329949554,0.46242774566473965,-0.6201550387596955,-0.10615711252653925,0.0,0.4115226337448652,-0.9144350097975207,-1.3966480446927387,-0.6578947368421018,-2.0270270270270285,-4.822408316488591,-1.7469879518072329,-0.7009813910612839,2.336728579988012,0.6849315068493178,0.20964360587001352,0.557880055788007,0.33812341504648735,-1.2048192771084376,-0.35087719298245723,-0.13522650439485862,2.479969477298738,-0.1848428835489857,0.7751937984496138,-0.26267402153926644,-0.8720930232558155,0.4079071226859021,-0.07477567298105336,0.2883762200532436,-0.9398496240601517,0.8064516129032251,0.5976095617529875,-0.07558578987150177,-0.8552631578947367,-1.4925373134328401,-2.146171693735499,1.7379679144384985,0.2055076037813297,-0.8247422680412342,-1.0714285714285676,-1.3698630136986356,-1.197360506643197,0.9993753903810187,-0.7547169811320753,0.5376344086021501,-1.4760147601476037,1.5714717437292247,-0.47675804529201393,-1.2335526315789491,-0.9555930297920234,-0.5434782608695676,-0.8085106382978768,-2.030456852791873,-1.8779342723004744,0.1335113484646211,-0.8010680907877155,0.6745362563237878,-1.8416206261510082,-2.08835341365462,1.8768046198267552,-2.561912894961571,0.7564665690580785,2.8971962616822333,-0.35460992907800915,1.8489984591679498,-1.5898251192368873,-4.331627006962546,-1.4991836128840696,-3.1604538087520284,-2.137132680320575,-0.6602641056422609,-0.5924170616113722,0.1773948302077999,0.9208103130755152,-0.7518796992481258,-1.7699115044247815,1.002004008016022,-0.4946996466431042,0.31174229303776446,-1.1177644710578805,-1.995012468827928,-0.6139677666922472,-0.7706601091041931,-0.6975161619598547,-1.1067063098777696,-0.3898635477582846,0.0,-0.45305028405668857,-0.6773232186399358,-1.7429651406971836,0.0,-1.4061207609594728,-1.0281864917567773,-1.6200294550810068,-3.3033033033033066,-0.8196721311475419,-2.109133126934981,-1.0791366906474864,-0.9506398537477145,0.9232954545454586,-0.23809523809523725,-0.2742409402546553,-0.13995801259621965,-3.4055727554179516,-1.6925246826516194,-3.729128014842298,-1.6666666666666718,-2.2421524663677084,-0.08025682182986049,-1.21716848174247,2.246499461455609,-0.2573918695775723
2020-07-27,1.0799136069114423,0.13020833333332593,-0.29970029970030065,-0.11848341232227888,0.262154432793138,0.638569604086836,-0.5747126436781658,0.20714655618849775,-0.8421052631578996,0.0,-0.6473594548552009,-1.8589743589743635,0.561797752808979,-1.2987012987012991,-1.1135857461024523,-0.3453237410071974,-1.2492563950029734,-0.33932379381861333,-1.2426035502958621,0.6488240064882467,-0.20920502092049986,-1.5109890109890056,-0.5046257359125339,0.0,1.7857142857142794,1.0936431989063466,0.03816793893129944,0.8951883625512913,-0.9325287986834851,1.0082249933669463,-2.2032693674484682,0.047088369172820776,0.1247816321437556,0.02218770800976877,1.9157088122605304,-0.9584664536741228,1.0060362173038184,-0.04533091568449388,-0.06574621959237748,-0.4950495049504955,-0.691244239631339,-0.2666666666666706,-0.0821355236139576,-0.6147540983606592,0.23866348448686736,0.7591442374051072,-0.16208850425588617,0.1877346683354153,-1.6697588126159513,0.0,0.30845157310301907,1.5030674846625791,-0.5138339920948587,0.08230452674897748,-0.4755244755244803,-1.6042780748663055,-0.08503401360544505,-0.37926675094817064,-0.9302325581395321,-1.963350785340312,1.0796221322537214,-0.670016750418756,1.1173184357541999,1.2195121951219523,0.9227780475959291,-0.9306260575296155,-0.7748184019370497,-1.1090573012939031,-0.47058823529412264,-3.4226190476190466,1.6155088852988664,1.2258325176368157,0.11888839352058866,-0.7772715089788274,-1.1008366358432387,-0.5373134328358176,-7.150715071507152,-1.17705985474581,-1.8083182640144635,-1.7241379310344862,-0.9929906542056055,0.5035246727089548,-0.2467395135706707,-2.6635198921105885,-0.7527733755942956,1.0075566750629816,2.1159874608150497,0.9930170769844704,0.5990073592332612,-0.23071852340145194,0.391389432485334,1.1577424023154759,-1.9386118471059532,1.5685195376994976,1.6652433817250234,0.972972972972963,-0.8203445447087732,-0.14161798548415483,1.1922503725782407,0.9090909090909038,1.2248123271434208,0.038714672861006605,1.090909090909098,-0.5816066884769211,-1.538461538461533,0.0,0.9891196834816984,1.6720028459622949,1.572327044025168,1.4790076335877922,3.6339165545087537,2.6615969581748944,-1.1816838995568735,-1.0325655281969826,1.7932833387675151,0.10782501540358425,-0.15717466415493542
2020-07-22,-2.114164904862581,0.5235602094240788,1.831129196337744,0.7159904534606243,0.4067958841828201,-1.9411396368190337,1.2805587892898762,-0.8217770929635382,-0.8350730688935326,-1.2499999999999956,-1.0451786918408645,2.16110019646365,-1.1111111111111072,-0.12970168612191912,0.0,0.7246376811594235,-1.1176470588235343,0.4813465437435438,-0.2949852507374673,0.6530612244898037,-0.4166666666666652,0.2754820936639035,-0.16792611251049694,0.30211480362538623,-0.17825311942959443,0.3429355281207025,1.158301158301156,2.055576703464035,1.2215435868961677,-1.2316561844863738,1.005025125628145,-1.040695868282071,-4.023952095808381,-0.595500661667403,-1.1363636363636354,-0.7923930269413626,-0.9960159362549792,-2.013621557595502,-0.9120521172638396,-0.24691358024691024,-0.11507479861909697,-0.3984063745019917,0.8281573498964745,-1.3144590495449915,0.23923444976077235,-0.48076923076922906,-1.5361620363154582,0.9475679090334754,-0.9191176470588203,-1.0638297872340385,-0.1847290640394128,0.0921093030396003,0.35700119000396935,0.9136212624584639,-1.379310344827589,-0.42598509052182987,-0.591715976331364,-0.5031446540880502,-2.2727272727272707,-2.5510204081632626,-1.0680907877169576,0.8445945945946054,-1.104972375690605,0.8196721311475308,1.7795353435491768,-1.4178482068390341,-1.4202172096908994,-0.4599816007359703,-0.9324009324009341,-0.738552437223039,-0.1612903225806428,-0.28208314684299296,-0.6789667896679008,0.053633681952258705,0.7542147293700063,-0.05966587112171684,0.8879023307436285,0.909780136467031,-0.3603603603603567,1.1207970112079746,0.17554125219425565,-0.20100502512563345,0.7099751508697238,-0.46979865771812346,-0.11871784724970524,-1.975308641975304,-0.6230529595015577,-1.0621348739172642,-0.3581173260572945,-0.45931758530183275,-0.7766990291262155,-1.002865329512892,-0.2618303711920955,0.02752546105146969,-0.38281582305401685,-0.21574973031284195,1.2458471760797396,-0.08843296781040344,-1.3235294117647012,-1.7125837676842837,-2.27799227799228,-1.6936251189343499,-0.7220216606498187,-0.650054171180936,-1.5151515151515138,-0.4739336492891044,-0.9017839639286374,-0.35448422545196756,-0.6249999999999978,-0.47483380816714105,1.1080870917573815,0.14278914802474674,-1.5988372093023284,-0.4743083003952542,-3.1575623618566473,0.4331683168316891,-0.5794880666698421
