Date,Stock return,Market return
2019-08-13,0.0,-1.5047530856278493
2019-08-14,0.680923709625181,-1.5047530856278493
2019-08-15,0.9729487809444011,-1.5047530856278493
2019-08-16,0.7873104826123679,-1.5047530856278493
2019-08-19,1.1892284087515177,-1.5047530856278493
2019-08-20,-2.027887559166265,-1.5047530856278493
2019-08-21,0.7291558621709436,-1.5047530856278493
2019-08-22,-1.0157632465885873,-1.5047530856278493
2019-08-23,0.6133536543882429,-1.5047530856278493
2019-08-27,0.12895376154015242,-1.5047530856278493
2019-08-28,0.05854115610493788,-1.5047530856278493
2019-08-29,-0.09360962038645697,-1.5047530856278493
2019-08-30,0.5504816437372588,-1.5047530856278493
2019-09-02,0.27956021130605707,-1.5047530856278493
2019-09-03,0.9524858798158324,-1.5047530856278493
2019-09-04,-0.2761435331174899,-1.5047530856278493
2019-09-05,-2.4691385845914366,-1.5047530856278493
2019-09-06,-0.5086937010605879,-1.5047530856278493
2019-09-09,-2.4970273483947683,-1.5047530856278493
2019-09-10,-0.43902141291920727,-1.5047530856278493
2019-09-11,1.1881370506862416,-1.5047530856278493
2019-09-12,0.7021001088894999,-1.5047530856278493
2019-09-13,-0.40870589184767253,-1.5047530856278493
2019-09-16,0.53108321231895,-1.5047530856278493
2019-09-17,1.2726588156116918,-1.5047530856278493
2019-09-18,0.3675134067501482,-1.5047530856278493
2019-09-19,0.5433542114042743,-1.5047530856278493
2019-09-20,0.03524292630012159,-1.5047530856278493
2019-09-23,1.0334689128559895,-1.5047530856278493
2019-09-24,0.883417032306491,-1.5047530856278493
2019-09-25,-0.5300191832808544,-1.5047530856278493
2019-09-26,2.7452811933451384,-1.5047530856278493
2019-09-27,-0.4509582863585118,-1.5047530856278493
2019-09-30,-0.12457254653878821,-1.5047530856278493
2019-10-01,0.13606430872617922,-1.5047530856278493
2019-10-02,-2.1288629048477716,-1.5047530856278493
2019-10-03,-0.6594946531917122,-1.5047530856278493
2019-10-04,1.3393897422547694,-1.5047530856278493
2019-10-07,1.0918285560923695,-1.5047530856278493
2019-10-08,0.10232201444332202,-1.5047530856278493
2019-10-09,-0.1476419980657297,-1.5047530856278493
2019-10-10,-0.9554167763233025,-1.5047530856278493
2019-10-11,2.3886068080554352,-1.5047530856278493
2019-10-14,-0.8748304179621349,-1.5047530856278493
2019-10-15,1.0975347749499507,-1.5047530856278493
2019-10-16,0.2014535862304141,-1.5047530856278493
2019-10-17,0.41327066430015963,-1.5047530856278493
2019-10-18,0.11123470522803114,-1.5047530856278493
2019-10-21,-0.2777777777777778,-1.5047530856278493
2019-10-22,1.4707534492513927,-1.5047530856278493
2019-10-23,1.262764889190062,-1.5047530856278493
2019-10-24,0.3903681997706714,-1.5047530856278493
2019-10-25,-2.365517786526868,-1.5047530856278493
2019-10-28,-0.3650900253337419,-1.5047530856278493
2019-10-29,-0.6773235344547736,-1.5047530856278493
2019-10-30,0.82728053818474,-1.5047530856278493
2019-10-31,-0.06653028105676966,-1.5047530856278493
2019-11-01,-0.09985170210753118,-1.5047530856278493
2019-11-04,-0.37761265236249564,-1.5047530856278493
2019-11-05,-0.6688963210702341,-1.5047530856278493
2019-11-06,0.7631860598169192,-1.5047530856278493
2019-11-07,-1.280908905809863,-1.5047530856278493
2019-11-08,0.4061871455124835,-1.5047530856278493
2019-11-11,-0.34835785324704416,-1.5047530856278493
2019-11-12,0.06766312915577462,-1.5047530856278493
2019-11-13,0.4845602518219413,-1.5047530856278493
2019-11-14,0.2467211143785944,-1.5047530856278493
2019-11-15,0.13423773790156782,-1.5047530856278493
2019-11-18,1.3071179227071654,-1.5047530856278493
2019-11-19,-0.882223214346412,-1.5047530856278493
2019-11-20,-0.6341802719677163,-1.5047530856278493
2019-11-21,-0.5598477367239476,-1.5047530856278493
2019-11-22,1.1710420785904114,-1.5047530856278493
2019-11-25,1.3244323220993321,-1.5047530856278493
2019-11-26,-0.05492091241120102,-1.5047530856278493
2019-11-27,1.3847648365600778,-1.5047530856278493
2019-11-28,-2.872628726287263,-1.5047530856278493
2019-11-29,-0.7031236376081195,-1.5047530856278493
2019-12-02,-1.2251347942576052,-1.5047530856278493
2019-12-03,-0.09103183933557522,-1.5047530856278493
2019-12-04,0.03416717459780751,-1.5047530856278493
2019-12-05,0.5009705653212039,-1.5047530856278493
2019-12-06,1.121554689248637,-1.5047530856278493
2019-12-09,-0.20165671546060346,-1.5047530856278493
2019-12-10,-0.011223123855804922,-1.5047530856278493
2019-12-11,0.7073074780091506,-1.5047530856278493
2019-12-12,-1.0033444816053512,-1.5047530856278493
2019-12-13,4.515763016434403,-1.5047530856278493
2019-12-16,0.5279629935308389,-1.5047530856278493
2019-12-17,1.7363357135081727,-1.5047530856278493
2019-12-18,0.01053261532361782,-1.5047530856278493
2019-12-19,0.35816121961269903,-1.5047530856278493
2019-12-20,0.9761716882341941,-1.5047530856278493
2019-12-23,0.384616653537552,-1.5047530856278493
2019-12-24,-0.6730868714752071,-1.5047530856278493
2019-12-27,0.21892989566437232,-1.5047530856278493
2019-12-30,-0.8113999679617807,-1.5047530856278493
2019-12-31,-0.9648675623525169,-1.5047530856278493
2020-01-02,0.6459850365296351,-1.5047530856278493
2020-01-03,0.04208368777692679,-1.5047530856278493
2020-01-06,-0.473285660262319,-1.5047530856278493
2020-01-07,-0.39099780775234855,-1.5047530856278493
2020-01-08,-0.286436584108403,-1.5047530856278493
2020-01-09,-0.36174319882394823,-1.5047530856278493
2020-01-10,-0.16017084890549918,-1.5047530856278493
2020-01-13,0.6737954858790107,-1.5047530856278493
