Date,Stock return,Market return
2017-09-12,0.0,1.3033497447669677
2017-09-13,0.6519208381839348,1.3033497447669677
2017-09-14,-0.8096229470275271,1.3033497447669677
2017-09-15,0.5130597014925373,1.3033497447669677
2017-09-18,0.0,1.3033497447669677
2017-09-19,2.2505800464037122,1.3033497447669677
2017-09-20,-0.6353528477422283,1.3033497447669677
2017-09-21,-0.6622516556291391,1.3033497447669677
2017-09-22,0.367816091954023,1.3033497447669677
2017-09-25,-0.9161704076958315,1.3033497447669677
2017-09-26,0.8552935737401757,1.3033497447669677
2017-09-27,-0.09168003667201467,1.3033497447669677
2017-09-28,-0.09176416609314063,1.3033497447669677
2017-09-29,-0.2296211251435132,1.3033497447669677
2017-10-02,0.11507479861910241,1.3033497447669677
2017-10-03,1.1954022988505748,1.3033497447669677
2017-10-04,-0.13630168105406634,1.3033497447669677
2017-10-05,-0.6141947224749773,1.3033497447669677
2017-10-06,-0.9384298466468299,1.3033497447669677
2017-10-09,0.0,1.3033497447669677
2017-10-10,2.4722735674676524,1.3033497447669677
2017-10-11,0.6989853438556933,1.3033497447669677
2017-10-12,-0.8732646663681146,1.3033497447669677
2017-10-13,2.778405240569234,1.3033497447669677
2017-10-16,0.9450549450549451,1.3033497447669677
2017-10-17,-0.3701284563466144,1.3033497447669677
2017-10-18,1.8793706293706292,1.3033497447669677
2017-10-19,0.3861003861003861,1.3033497447669677
2017-10-20,0.4487179487179487,1.3033497447669677
2017-10-23,-1.169963837481387,1.3033497447669677
2017-10-24,-0.2582866982350409,1.3033497447669677
2017-10-25,-0.6905481225722918,1.3033497447669677
2017-10-26,-0.9995654063450673,1.3033497447669677
2017-10-27,0.7462686567164178,1.3033497447669677
2017-10-30,-0.8714596949891068,1.3033497447669677
2017-10-31,0.4835164835164835,1.3033497447669677
2017-11-01,0.15310586176727908,1.3033497447669677
2017-11-02,0.262065953264905,1.3033497447669677
2017-11-03,0.0,1.3033497447669677
2017-11-06,0.04356349379220214,1.3033497447669677
2017-11-07,1.2192466797300239,1.3033497447669677
2017-11-08,0.36567003656700364,1.3033497447669677
2017-11-09,0.2786112301757394,1.3033497447669677
2017-11-10,-0.25646505663603336,1.3033497447669677
2017-11-13,-1.007070923505464,1.3033497447669677
2017-11-14,-0.367965367965368,1.3033497447669677
2017-11-15,-2.4331957419074515,1.3033497447669677
2017-11-16,1.514139389890893,1.3033497447669677
2017-11-17,-0.35095415661329243,1.3033497447669677
2017-11-20,-0.1981069777679947,1.3033497447669677
2017-11-21,0.5072783414203794,1.3033497447669677
2017-11-22,-1.2508229098090848,1.3033497447669677
2017-11-23,0.0,1.3033497447669677
2017-11-24,-0.4,1.3033497447669677
2017-11-27,-0.8032128514056224,1.3033497447669677
2017-11-28,1.2370670265407109,1.3033497447669677
2017-11-29,1.3774716729615641,1.3033497447669677
2017-11-30,0.9204470742932281,1.3033497447669677
2017-12-01,0.26058631921824105,1.3033497447669677
2017-12-04,-1.061295213341997,1.3033497447669677
2017-12-05,1.2697022767075306,1.3033497447669677
2017-12-06,-0.38910505836575876,1.3033497447669677
2017-12-07,0.9982638888888888,1.3033497447669677
2017-12-08,0.6231198968629137,1.3033497447669677
2017-12-11,0.2775998291693359,1.3033497447669677
2017-12-12,-1.1073253833049403,1.3033497447669677
2017-12-13,0.8613264427217916,1.3033497447669677
2017-12-14,1.067463706233988,1.3033497447669677
2017-12-15,0.06337135614702154,1.3033497447669677
2017-12-18,-0.21110407430863415,1.3033497447669677
2017-12-19,0.31732599957689867,1.3033497447669677
2017-12-20,-0.10544074230282581,1.3033497447669677
2017-12-21,0.10555203715431707,1.3033497447669677
2017-12-22,-0.8435259384226065,1.3033497447669677
2017-12-25,-0.10633772862611655,1.3033497447669677
2017-12-26,0.468384074941452,1.3033497447669677
2017-12-27,-0.3814367450731087,1.3033497447669677
2017-12-28,-0.021272069772388852,1.3033497447669677
2017-12-29,-0.3617021276595745,1.3033497447669677
2018-01-01,0.0,1.3033497447669677
2018-01-02,0.0,1.3033497447669677
2018-01-03,0.0,1.3033497447669677
2018-01-04,1.6442451420029895,1.3033497447669677
2018-01-05,0.27310924369747897,1.3033497447669677
2018-01-08,0.0,1.3033497447669677
2018-01-09,-0.06285355122564425,1.3033497447669677
2018-01-10,-0.08385744234800838,1.3033497447669677
2018-01-11,-2.39194292908099,1.3033497447669677
2018-01-12,-1.4187446259673258,1.3033497447669677
2018-01-15,-0.5451373746184038,1.3033497447669677
2018-01-16,0.39465029598772194,1.3033497447669677
2018-01-17,-0.04367765887748416,1.3033497447669677
2018-01-18,-0.6772995411841818,1.3033497447669677
2018-01-19,-0.1759788825340959,1.3033497447669677
2018-01-22,0.8153371529308066,1.3033497447669677
2018-01-23,-0.15300546448087432,1.3033497447669677
2018-01-24,1.4448336252189142,1.3033497447669677
2018-01-25,0.0,1.3033497447669677
2018-01-26,-0.2589555459646094,1.3033497447669677
2018-01-29,-0.8437905668541757,1.3033497447669677
2018-01-30,-1.0473488981016803,1.3033497447669677
2018-01-31,-1.0804851157662623,1.3033497447669677
2018-02-01,1.8724921979491753,1.3033497447669677
2018-02-02,-0.06564551422319474,1.3033497447669677
2018-02-05,-1.0729143858112546,1.3033497447669677
2018-02-06,-2.6781761841522798,1.3033497447669677
2018-02-07,1.3190811917216283,1.3033497447669677
2018-02-08,0.6285072951739619,1.3033497447669677
2018-02-09,-1.5837608744144547,1.3033497447669677
2018-02-12,0.0,1.3033497447669677
2018-02-13,0.7252946509519492,1.3033497447669677
2018-02-14,-0.31503150315031503,1.3033497447669677
