,Alpha,Beta
0,0.35417104929227927,-1.9047279887196138e-34
1,0.31599793010383637,-9.534512942721248e-34
2,0.07788376737392753,-1.0243119264194042e-34
3,0.14135679426497186,8.585266644272527e-34
